"sub_id","proj_id","latitude","longitude","to_char","user_id","duration_hrs","all_obs_reported","block","state","nocturnal"
S90595177,EBIRD_ATL_ME,43.7618900,-70.1362190,"2021-06-22 11:01:00",USER447679,0.133,"1","43070G2SE",US-ME,"0"
S90597225,EBIRD_ATL_NY,42.4057315,-76.4864903,"2021-06-22 11:01:00",USER1530367,0.750,"1","42076D4SW",US-NY,"0"
S90605450,EBIRD_ATL_MD_DC,38.9203896,-75.8013700,"2021-06-22 11:00:00",USER298922,0.333,"1","38075H7CE",US-MD,"0"
S90823809,EBIRD_ATL_NY,42.3545320,-76.4271023,"2021-06-22 11:00:00",USER111149,2.167,"1","42076C4NE",US-NY,"0"
S90627063,EBIRD_ATL_NY,40.6273240,-74.1217730,"2021-06-22 11:00:00",USER86165,0.433,"1","40074F1SW",US-NY,"0"
S90598704,EBIRD_ATL_NY,43.2428237,-76.4525861,"2021-06-22 11:00:00",USER1412526,0.167,"1","43076B4NW",US-NY,"0"
S90600793,EBIRD_ATL_ME,45.2960542,-69.5419996,"2021-06-22 10:59:00",USER561978,0.317,"1","45069C5CE",US-ME,"0"
S90594673,EBIRD_ATL_NY,43.1224390,-76.1311680,"2021-06-22 10:59:00",USER134465,,"0","43076A2NE",US-NY,"0"
S90598156,EBIRD_ATL_NY,42.9377319,-78.8830102,"2021-06-22 10:58:00",USER30438,1.133,"1","42078H8CE",US-NY,"0"
S90625582,EBIRD_ATL_NY,43.2195510,-77.9977240,"2021-06-22 10:57:00",USER90347,,"0","43077B8NW",US-NY,"0"
S90596971,EBIRD_ATL_NY,40.6394313,-73.2644575,"2021-06-22 10:54:00",USER280348,0.667,"1","40073F3SE",US-NY,"0"
S90598580,EBIRD_ATL_NY,43.2280861,-76.4580239,"2021-06-22 10:53:00",USER1412526,0.050,"1","43076B4NW",US-NY,"0"
S90599932,EBIRD_ATL_NY,40.7684761,-73.9366525,"2021-06-22 10:53:00",USER127455,1.850,"1","40073G8SE",US-NY,"0"
S90610495,EBIRD_ATL_NY,44.8622700,-74.6235620,"2021-06-22 10:50:00",USER42086,0.700,"1","44074G5NW",US-NY,"0"
S90594361,EBIRD_ATL_ME,44.6354508,-68.8440357,"2021-06-22 10:50:00",USER322135,,"0","44068F7SW",US-ME,"0"
S90595657,EBIRD_ATL_ME,44.5477030,-69.6839640,"2021-06-22 10:50:00",USER176060,0.233,"1","44069E6CE",US-ME,"0"
S90598032,EBIRD_ATL_NC,35.6149325,-79.1593630,"2021-06-22 10:50:00",USER1094485,1.267,"1","35079E2NE",US-NC,"0"
S90595538,EBIRD_ATL_NY,42.9946800,-77.1582200,"2021-06-22 10:49:00",USER91119,0.450,"1","42077H2NE",US-NY,"0"
S90594539,EBIRD_ATL_NC,34.5208010,-78.0262610,"2021-06-22 10:49:00",USER807457,0.117,"1","34078E1SE",US-NC,"0"
S90605237,EBIRD_ATL_NY,42.7985620,-74.7713750,"2021-06-22 10:48:00",USER4381,0.467,"1","42074G7CE",US-NY,"0"
S90607578,EBIRD_ATL_NY,44.5763510,-74.7636708,"2021-06-22 10:48:00",USER531549,0.250,"1","44074E7CE",US-NY,"0"
S90623278,EBIRD_ATL_NY,42.7386780,-76.4957720,"2021-06-22 10:46:00",USER58184,0.083,"1","42076F4NW",US-NY,"0"
S90594008,EBIRD_ATL_MD_DC,39.1944640,-76.9111540,"2021-06-22 10:46:00",USER414998,,"0","39076B8CE",US-MD,"0"
S90594007,EBIRD_ATL_MD_DC,39.1944640,-76.9111540,"2021-06-22 10:46:00",USER412347,,"0","39076B8CE",US-MD,"0"
S90606211,EBIRD_ATL_NY,43.1751822,-77.4237010,"2021-06-22 10:45:00",USER264863,1.500,"1","43077B4CE",US-NY,"0"
S90596479,EBIRD_ATL_NY,43.3634726,-78.5543852,"2021-06-22 10:44:00",USER361431,0.500,"1","43078C5NE",US-NY,"0"
S90593839,EBIRD_ATL_NY,40.9146933,-73.1215687,"2021-06-22 10:42:00",USER1432199,,"0","40073H1SW",US-NY,"0"
S90597768,EBIRD_ATL_NC,34.1234317,-78.3206611,"2021-06-22 10:40:00",USER980127,1.317,"1","34078A3NW",US-NC,"0"
S90623118,EBIRD_ATL_NC,34.1234317,-78.3206611,"2021-06-22 10:40:00",USER1365750,1.317,"1","34078A3NW",US-NC,"0"
S90611576,EBIRD_ATL_NY,42.6820967,-78.5094886,"2021-06-22 10:40:00",USER230096,2.650,"1","42078F5CE",US-NY,"0"
S90629538,EBIRD_ATL_NY,42.4080070,-76.5893240,"2021-06-22 10:40:00",USER92748,,"0","42076D5SW",US-NY,"0"
S90606327,EBIRD_ATL_ME,43.7529390,-70.0210140,"2021-06-22 10:39:00",USER1029795,1.067,"1","43070G1SE",US-ME,"0"
S90611442,EBIRD_ATL_NC,36.0383740,-81.1574066,"2021-06-22 10:37:00",USER353514,0.434,"1","36081A2SE",US-NC,"0"
S90598410,EBIRD_ATL_NY,43.2183398,-76.4643209,"2021-06-22 10:37:00",USER1412526,0.217,"1","43076B4NW",US-NY,"0"
S90594170,EBIRD_ATL_NC,34.5961900,-78.1243600,"2021-06-22 10:36:00",USER807457,,"0","34078E1NW",US-NC,"0"
S90604325,EBIRD_ATL_MD_DC,39.5384858,-76.0896134,"2021-06-22 10:34:00",USER181609,0.233,"1","39076E1SW",US-MD,"0"
S90600689,EBIRD_ATL_ME,45.2960542,-69.5419996,"2021-06-22 10:33:00",USER561978,0.284,"1","45069C5CE",US-ME,"0"
S90607966,EBIRD_ATL_NY,44.4060246,-74.1258551,"2021-06-22 10:32:00",USER1220419,2.117,"1","44074D2SE",US-NY,"0"
S90607967,EBIRD_ATL_NY,44.4060246,-74.1258551,"2021-06-22 10:32:00",USER1175611,2.117,"1","44074D2SE",US-NY,"0"
S90611160,EBIRD_ATL_NC,36.0442197,-81.1693664,"2021-06-22 10:31:00",USER353514,0.067,"1","36081A2CE",US-NC,"0"
S90638047,EBIRD_ATL_NY,43.2699690,-73.6713230,"2021-06-22 10:31:00",USER295684,1.000,"1","43073C6SE",US-NY,"0"
S90596087,EBIRD_ATL_NY,42.6478491,-75.5313063,"2021-06-22 10:31:00",USER469032,0.934,"1","42075F5SE",US-NY,"0"
S90662256,EBIRD_ATL_NC,35.2670850,-83.8876940,"2021-06-22 10:31:00",USER1621424,0.233,"1","35083C8SE",US-NC,"0"
S90767037,EBIRD_ATL_NY,42.9885294,-76.7593127,"2021-06-22 10:30:00",USER182103,0.750,"0","42076H7NE",US-NY,"0"
S90594725,EBIRD_ATL_NY,42.8072340,-76.4532080,"2021-06-22 10:30:00",USER60265,0.500,"1","42076G4CW",US-NY,"0"
S90600538,EBIRD_ATL_NY,43.1287817,-77.6206675,"2021-06-22 10:30:00",USER127425,1.000,"1","43077B5SW",US-NY,"0"
S90609960,EBIRD_ATL_NY,44.8817600,-74.6559060,"2021-06-22 10:27:00",USER42086,0.300,"1","44074H6SE",US-NY,"0"
S90611948,EBIRD_ATL_MD_DC,39.3021010,-76.7079230,"2021-06-22 10:27:00",USER131761,1.000,"1","39076C6CW",US-MD,"0"
S90593067,EBIRD_ATL_NY,42.9582719,-74.3806863,"2021-06-22 10:27:00",USER35858,,"0","42074H4CE",US-NY,"0"
S90593511,EBIRD_ATL_NC,35.8990620,-79.0392710,"2021-06-22 10:27:00",USER956951,0.200,"1","35079H1SE",US-NC,"0"
S90593374,EBIRD_ATL_NC,36.3598300,-79.6632850,"2021-06-22 10:25:00",USER690725,0.083,"1","36079C6NE",US-NC,"0"
S90593112,EBIRD_ATL_NC,34.6136340,-78.1899820,"2021-06-22 10:23:00",USER807457,0.067,"1","34078E2NW",US-NC,"0"
S90595571,EBIRD_ATL_NC,35.4381870,-75.4842700,"2021-06-22 10:23:00",USER207928,0.900,"1","35075D4CW",US-NC,"0"
S90593753,EBIRD_ATL_NC,35.7919748,-78.5232004,"2021-06-22 10:22:00",USER205998,0.300,"1","35078G5CE",US-NC,"0"
S90662274,EBIRD_ATL_NC,35.2658780,-83.8914870,"2021-06-22 10:20:00",USER1621424,0.083,"1","35083C8SE",US-NC,"0"
S90622771,EBIRD_ATL_NC,35.7552186,-78.8777551,"2021-06-22 10:19:00",USER592285,,"0","35078G8SE",US-NC,"0"
S90617066,EBIRD_ATL_NY,42.8831484,-75.9123099,"2021-06-22 10:18:00",USER557539,0.417,"1","42075H8SE",US-NY,"0"
S90600491,EBIRD_ATL_ME,45.2901832,-69.5438466,"2021-06-22 10:16:00",USER561978,0.250,"1","45069C5SE",US-ME,"0"
S90597094,EBIRD_ATL_ME,44.2625833,-68.3489387,"2021-06-22 10:15:00",USER224998,1.400,"1","44068C3SW",US-ME,"0"
S90597143,EBIRD_ATL_MD_DC,38.9862348,-76.3107813,"2021-06-22 10:15:00",USER703759,,"0","38076H3NE",US-MD,"0"
S90600008,EBIRD_ATL_NC,36.0837816,-78.5883203,"2021-06-22 10:15:00",USER182109,0.500,"1","36078A5NW",US-NC,"0"
S90592628,EBIRD_ATL_NY,42.8595030,-76.9954780,"2021-06-22 10:13:00",USER19812,0.067,"1","42076G8NW",US-NY,"0"
S90594169,EBIRD_ATL_NY,40.6469348,-73.2632673,"2021-06-22 10:11:00",USER280348,0.450,"1","40073F3SE",US-NY,"0"
S90828813,EBIRD_ATL_NC,36.0565321,-78.9697430,"2021-06-22 10:10:00",USER1519781,0.234,"1","36078A8CW",US-NC,"0"
S90594913,EBIRD_ATL_MD_DC,38.3041205,-76.4088747,"2021-06-22 10:08:00",USER137039,0.934,"1","38076C4CE",US-MD,"0"
S90593867,EBIRD_ATL_NY,40.6923437,-74.0012088,"2021-06-22 10:06:00",USER374878,0.500,"1","40074F1CE",US-NY,"0"
S90592319,EBIRD_ATL_NY,43.0796611,-77.7248266,"2021-06-22 10:05:00",USER121081,0.084,"1","43077A6CW",US-NY,"0"
S90596548,EBIRD_ATL_NY,42.3874586,-79.3964767,"2021-06-22 10:05:00",USER392079,0.250,"1","42079D4SE",US-NY,"0"
S90595139,EBIRD_ATL_NY,40.9351547,-73.1065008,"2021-06-22 10:04:00",USER698660,1.084,"1","40073H1CW",US-NY,"0"
S90614337,EBIRD_ATL_ME,45.0486104,-69.0915664,"2021-06-22 10:02:00",USER1003258,0.333,"1","45069A1CW",US-ME,"0"
S90621506,EBIRD_ATL_ME,46.0067170,-69.5588310,"2021-06-22 10:00:00",USER633952,2.500,"1","46069A5SE",US-ME,"0"
S90593686,EBIRD_ATL_MD_DC,39.5059943,-76.3486451,"2021-06-22 10:00:00",USER285776,0.583,"1","39076E3SW",US-MD,"0"
S90596481,EBIRD_ATL_NC,35.2065460,-80.8083645,"2021-06-22 10:00:00",USER1036376,1.250,"1","35080B7CE",US-NC,"0"
S90712604,EBIRD_ATL_ME,45.4229251,-68.1366873,"2021-06-22 10:00:00",USER1060181,,"0","45068D2CE",US-ME,"0"
S90661433,EBIRD_ATL_NY,42.0801992,-73.5966650,"2021-06-22 10:00:00",USER905698,,"0","42073A5CW",US-NY,"0"
S90596168,EBIRD_ATL_NY,42.7285557,-78.8507204,"2021-06-22 09:56:00",USER192793,1.400,"1","42078F7NW",US-NY,"0"
S90596169,EBIRD_ATL_NY,42.7285557,-78.8507204,"2021-06-22 09:56:00",USER364565,1.400,"1","42078F7NW",US-NY,"0"
S90594830,EBIRD_ATL_NY,42.6180441,-77.6219319,"2021-06-22 09:54:00",USER1099289,1.134,"1","42077E5NW",US-NY,"0"
S90619956,EBIRD_ATL_NY,40.8249489,-73.2672215,"2021-06-22 09:51:00",USER1075075,1.850,"1","40073G3CE",US-NY,"0"
S90594899,EBIRD_ATL_NY,42.8395982,-75.7169653,"2021-06-22 09:51:00",USER126671,0.717,"1","42075G6NW",US-NY,"0"
S90591329,EBIRD_ATL_MD_DC,38.3683520,-75.5793110,"2021-06-22 09:48:00",USER1676066,,"0","38075C5NW",US-MD,"0"
S90592708,EBIRD_ATL_NY,42.7715237,-78.6363270,"2021-06-22 09:47:00",USER30438,0.517,"1","42078G6SE",US-NY,"0"
S90662282,EBIRD_ATL_NC,35.2596020,-83.9079710,"2021-06-22 09:47:00",USER1621424,,"0","35083C8SE",US-NC,"0"
S90591777,EBIRD_ATL_NC,36.3922140,-79.5476080,"2021-06-22 09:46:00",USER690725,0.250,"1","36079D5SE",US-NC,"0"
S90618029,EBIRD_ATL_ME,44.2316668,-68.3256161,"2021-06-22 09:45:00",USER224998,0.150,"1","44068B3NW",US-ME,"0"
S90595403,EBIRD_ATL_NY,40.7449222,-73.7410291,"2021-06-22 09:45:00",USER1472699,1.000,"1","40073F6NW",US-NY,"0"
S90601957,EBIRD_ATL_NY,42.1872494,-79.0380735,"2021-06-22 09:45:00",USER39918,2.750,"1","42079B1CE",US-NY,"0"
S90608007,EBIRD_ATL_NY,44.4128015,-74.1217150,"2021-06-22 09:43:00",USER1220419,0.817,"1","44074D1SW",US-NY,"0"
S90608008,EBIRD_ATL_NY,44.4128015,-74.1217150,"2021-06-22 09:43:00",USER1175611,0.817,"1","44074D1SW",US-NY,"0"
S90591126,EBIRD_ATL_NC,36.3893500,-79.5563240,"2021-06-22 09:43:00",USER690725,,"0","36079D5SE",US-NC,"0"
S90600164,EBIRD_ATL_ME,43.6638669,-70.6160617,"2021-06-22 09:43:00",USER131538,0.950,"1","43070F5SW",US-ME,"0"
S90591506,EBIRD_ATL_NY,41.7441655,-74.0853979,"2021-06-22 09:41:00",USER262481,0.183,"1","41074F1NW",US-NY,"0"
S90602662,EBIRD_ATL_ME,43.8517819,-69.9734024,"2021-06-22 09:40:00",USER222363,0.583,"1","43069G8NW",US-ME,"0"
S90591742,EBIRD_ATL_NC,36.2682308,-80.3915768,"2021-06-22 09:39:00",USER264242,0.267,"1","36080C4SE",US-NC,"0"
S90600379,EBIRD_ATL_ME,45.2865022,-69.5570865,"2021-06-22 09:38:00",USER561978,0.617,"1","45069C5SE",US-ME,"0"
S90590827,EBIRD_ATL_ME,44.4989605,-68.0562433,"2021-06-22 09:37:00",USER883903,,"0","44068D1NE",US-ME,"0"
S90592083,EBIRD_ATL_NY,43.1139403,-77.5859734,"2021-06-22 09:33:00",USER348876,0.367,"1","43077A5NW",US-NY,"0"
S90590875,EBIRD_ATL_NY,42.9266460,-78.8836740,"2021-06-22 09:32:00",USER522112,0.250,"1","42078H8CE",US-NY,"0"
S90603795,EBIRD_ATL_ME,43.6609493,-70.6304434,"2021-06-22 09:32:00",USER131538,0.134,"1","43070F6SE",US-ME,"0"
S90766455,EBIRD_ATL_NY,42.9817483,-76.7353284,"2021-06-22 09:30:00",USER182103,1.000,"1","42076H6NW",US-NY,"0"
S90597892,EBIRD_ATL_NC,34.1457304,-78.0714977,"2021-06-22 09:30:00",USER980127,0.500,"0","34078B1SW",US-NC,"0"
S90602889,EBIRD_ATL_NC,34.1457304,-78.0714977,"2021-06-22 09:30:00",USER1365750,0.500,"0","34078B1SW",US-NC,"0"
S90595074,EBIRD_ATL_NY,43.3107525,-77.7073288,"2021-06-22 09:27:00",USER193961,1.650,"1","43077C6CW",US-NY,"0"
S90590092,EBIRD_ATL_NY,43.0218958,-77.4518286,"2021-06-22 09:25:00",USER584334,0.083,"1","43077A4SW",US-NY,"0"
S90590236,EBIRD_ATL_MD_DC,39.3045561,-76.8437004,"2021-06-22 09:25:00",USER190833,,"0","39076C7CW",US-MD,"0"
S90602240,EBIRD_ATL_NY,40.9701910,-73.6698066,"2021-06-22 09:25:00",USER440493,2.000,"1","40073H6NE",US-NY,"0"
S90594928,EBIRD_ATL_NY,42.4328780,-76.4929470,"2021-06-22 09:24:00",USER505069,1.667,"1","42076D4CW",US-NY,"0"
S90600221,EBIRD_ATL_ME,43.2573053,-70.6524110,"2021-06-22 09:23:00",USER116346,1.700,"1","43070C6SE",US-ME,"0"
S90874917,EBIRD_ATL_NY,41.6006641,-73.8788860,"2021-06-22 09:21:00",USER1591209,,"0","41073E8NE",US-NY,"0"
S90589702,EBIRD_ATL_NC,35.5533680,-75.4664590,"2021-06-22 09:20:00",USER207928,,"0","35075E4CW",US-NC,"0"
S90600987,EBIRD_ATL_NY,42.4677180,-76.4512346,"2021-06-22 09:19:00",USER135617,3.733,"1","42076D4NW",US-NY,"0"
S90592564,EBIRD_ATL_ME,44.1801215,-69.4140723,"2021-06-22 09:19:00",USER140698,0.584,"1","44069B4CE",US-ME,"0"
S90744361,EBIRD_ATL_ME,44.3699802,-68.3309269,"2021-06-22 09:19:00",USER101607,0.567,"1","44068C3NW",US-ME,"0"
S90805924,EBIRD_ATL_NY,43.9319370,-75.3889490,"2021-06-22 09:15:00",USER235485,,"0","43075H4CE",US-NY,"0"
S90602044,EBIRD_ATL_NY,42.0684826,-79.1593030,"2021-06-22 09:15:00",USER39918,,"0","42079A2CE",US-NY,"0"
S90603747,EBIRD_ATL_ME,43.6611574,-70.6309183,"2021-06-22 09:15:00",USER131538,0.267,"1","43070F6SE",US-ME,"0"
S90615481,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER698791,0.217,"1","42073B6CW",US-NY,"0"
S90761761,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER60119,0.217,"1","42073B6CW",US-NY,"0"
S90592475,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER111103,0.217,"1","42073B6CW",US-NY,"0"
S90593111,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER434447,0.217,"1","42073B6CW",US-NY,"0"
S90593317,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER1218625,0.217,"1","42073B6CW",US-NY,"0"
S90593518,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER547999,0.217,"1","42073B6CW",US-NY,"0"
S90593763,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:13:00",USER316538,0.217,"1","42073B6CW",US-NY,"0"
S90615042,EBIRD_ATL_NY,42.1948099,-73.6904209,"2021-06-22 09:12:00",USER934589,0.467,"1","42073B6CW",US-NY,"0"
S90589295,EBIRD_ATL_NY,43.2569820,-78.3107270,"2021-06-22 09:09:00",USER433411,0.017,"1","43078C3SE",US-NY,"0"
S90600251,EBIRD_ATL_ME,45.2865022,-69.5570865,"2021-06-22 09:08:00",USER561978,0.350,"1","45069C5SE",US-ME,"0"
S90611143,EBIRD_ATL_NC,36.0298442,-81.1703197,"2021-06-22 09:07:00",USER353514,1.100,"1","36081A2SE",US-NC,"0"
S90598120,EBIRD_ATL_NC,34.1374675,-78.0543477,"2021-06-22 09:05:00",USER980127,0.500,"0","34078B1SE",US-NC,"0"
S90602900,EBIRD_ATL_NC,34.1374675,-78.0543477,"2021-06-22 09:05:00",USER1365750,0.500,"0","34078B1SE",US-NC,"0"
S90591062,EBIRD_ATL_NC,36.3751010,-79.5528030,"2021-06-22 09:04:00",USER690725,0.300,"1","36079D5SE",US-NC,"0"
S90594720,EBIRD_ATL_NC,35.8114620,-78.7166226,"2021-06-22 09:03:00",USER22959,1.950,"1","35078G6CW",US-NC,"0"
S90598040,EBIRD_ATL_NY,40.6996104,-73.9973745,"2021-06-22 09:02:00",USER374878,2.000,"1","40073F8CW",US-NY,"0"
S90765140,EBIRD_ATL_NY,42.9669441,-76.7409772,"2021-06-22 09:00:00",USER182103,0.333,"0","42076H6NW",US-NY,"0"
S90610459,EBIRD_ATL_MD_DC,38.9130260,-76.1442813,"2021-06-22 09:00:00",USER300072,,"0","38076H2SE",US-MD,"0"
S90612476,EBIRD_ATL_NY,43.0223776,-78.6810489,"2021-06-22 09:00:00",USER92722,,"0","43078A6SE",US-NY,"0"
S90599443,EBIRD_ATL_NC,36.2061686,-81.6520321,"2021-06-22 09:00:00",USER408222,2.000,"1","36081B6CE",US-NC,"0"
S90649854,EBIRD_ATL_NY,41.8551516,-74.5902228,"2021-06-22 09:00:00",USER25780,,"0","41074G5NW",US-NY,"0"
S90722271,EBIRD_ATL_ME,46.0094885,-69.5470482,"2021-06-22 09:00:00",USER633952,0.750,"1","46069A5SE",US-ME,"0"
S90743997,EBIRD_ATL_ME,44.2263584,-69.8414138,"2021-06-22 09:00:00",USER778524,,"0","44069B7NW",US-ME,"0"
S90605697,EBIRD_ATL_MD_DC,39.1934881,-76.5353537,"2021-06-22 09:00:00",USER532013,3.833,"1","39076B5CE",US-MD,"0"
S90589957,EBIRD_ATL_NY,42.4920361,-79.3499565,"2021-06-22 08:59:00",USER159042,0.400,"1","42079D3NW",US-NY,"0"
S90591076,EBIRD_ATL_ME,44.2373000,-68.3025000,"2021-06-22 08:58:00",USER224998,0.617,"1","44068B3NE",US-ME,"0"
S90598317,EBIRD_ATL_MD_DC,38.2865280,-75.6102480,"2021-06-22 08:58:00",USER174239,0.483,"1","38075C5SW",US-MD,"0"
S90588772,EBIRD_ATL_MD_DC,39.0297430,-77.1084290,"2021-06-22 08:57:00",USER275047,,"0","39077A1SW",US-MD,"0"
S90593055,EBIRD_ATL_NY,42.7226690,-78.4817830,"2021-06-22 08:57:00",USER235511,1.483,"1","42078F4NW",US-NY,"0"
S90603702,EBIRD_ATL_ME,43.6595682,-70.6679688,"2021-06-22 08:57:00",USER131538,0.167,"1","43070F6SE",US-ME,"0"
S90598257,EBIRD_ATL_NY,43.3716033,-76.4469952,"2021-06-22 08:56:00",USER1412526,0.534,"1","43076C4NW",US-NY,"0"
S90662303,EBIRD_ATL_NC,35.2793900,-83.8760610,"2021-06-22 08:54:00",USER1621424,,"0","35083C8SE",US-NC,"0"
S90591589,EBIRD_ATL_MD_DC,38.3917600,-75.2884200,"2021-06-22 08:52:00",USER112900,0.067,"1","38075D3SE",US-MD,"0"
S90598996,EBIRD_ATL_NY,42.6095684,-78.9090200,"2021-06-22 08:52:00",USER544847,2.600,"1","42078E8NE",US-NY,"0"
S90589637,EBIRD_ATL_NY,42.7507762,-76.9875995,"2021-06-22 08:50:00",USER295181,0.434,"1","42076G8SW",US-NY,"0"
S90590303,EBIRD_ATL_NY,40.7084257,-73.4509420,"2021-06-22 08:50:00",USER282222,0.733,"1","40073F4NW",US-NY,"0"
S90611122,EBIRD_ATL_NC,36.0365515,-81.1744014,"2021-06-22 08:49:00",USER353514,0.300,"1","36081A2SE",US-NC,"0"
S90589071,EBIRD_ATL_NY,42.7609037,-77.6521116,"2021-06-22 08:49:00",USER395842,0.250,"0","42077G6SE",US-NY,"0"
S90597515,EBIRD_ATL_MD_DC,38.5355770,-76.9641770,"2021-06-22 08:48:00",USER1907038,3.150,"1","38076E8SW",US-MD,"0"
S90613585,EBIRD_ATL_NY,43.3107525,-77.7073288,"2021-06-22 08:46:00",USER319885,2.000,"1","43077C6CW",US-NY,"0"
S90590887,EBIRD_ATL_NY,40.8848783,-73.5652213,"2021-06-22 08:46:00",USER963962,0.883,"1","40073H5SW",US-NY,"0"
S90603583,EBIRD_ATL_ME,43.6595682,-70.6679688,"2021-06-22 08:46:00",USER131538,0.184,"1","43070F6SE",US-ME,"0"
S90601385,EBIRD_ATL_ME,43.8675956,-69.9933701,"2021-06-22 08:45:00",USER222363,0.750,"1","43069G8NW",US-ME,"0"
S90745998,EBIRD_ATL_NY,41.7968319,-73.8318479,"2021-06-22 08:45:00",USER239825,0.250,"1","41073G7CW",US-NY,"0"
S90840741,EBIRD_ATL_ME,44.7805190,-70.1877210,"2021-06-22 08:45:00",USER583796,0.500,"1","44070G2SW",US-ME,"0"
S90589304,EBIRD_ATL_NY,42.4677466,-76.4512053,"2021-06-22 08:43:00",USER135617,0.333,"1","42076D4NW",US-NY,"0"
S90591681,EBIRD_ATL_NY,43.0775218,-77.7093048,"2021-06-22 08:43:00",USER121081,1.200,"1","43077A6CW",US-NY,"0"
S90590099,EBIRD_ATL_ME,44.4791270,-69.7812500,"2021-06-22 08:42:00",USER342790,0.600,"1","44069D7NE",US-ME,"0"
S90589867,EBIRD_ATL_ME,43.8034370,-70.6803450,"2021-06-22 08:42:00",USER333476,0.667,"1","43070G6CE",US-ME,"0"
S90590205,EBIRD_ATL_NY,42.9946800,-77.1582200,"2021-06-22 08:41:00",USER91119,0.750,"1","42077H2NE",US-NY,"0"
S90600144,EBIRD_ATL_ME,45.2901832,-69.5438466,"2021-06-22 08:40:00",USER561978,0.450,"1","45069C5SE",US-ME,"0"
S90588981,EBIRD_ATL_MD_DC,39.0803767,-77.4035096,"2021-06-22 08:40:00",USER386476,0.367,"1",o39077A4CE,US-MD,"0"
S90591583,EBIRD_ATL_MD_DC,38.4016650,-75.2584580,"2021-06-22 08:40:00",USER112900,0.067,"1","38075D3SE",US-MD,"0"
S90589412,EBIRD_ATL_NY,43.2580188,-77.6071545,"2021-06-22 08:39:00",USER193961,0.550,"1","43077C5SW",US-NY,"0"
S90671890,EBIRD_ATL_ME,44.1710350,-68.6283930,"2021-06-22 08:39:00",USER399471,0.867,"1","44068B6CE",US-ME,"0"
S90590202,EBIRD_ATL_ME,44.1710350,-68.6283930,"2021-06-22 08:39:00",USER996534,0.867,"1","44068B6CE",US-ME,"0"
S90624050,EBIRD_ATL_NY,42.3483635,-76.1646831,"2021-06-22 08:38:00",USER13331,2.367,"1","42076C2NE",US-NY,"0"
S90588031,EBIRD_ATL_NY,42.8210460,-75.5514760,"2021-06-22 08:38:00",USER1744719,,"0","42075G5CE",US-NY,"0"
S90595783,EBIRD_ATL_NC,34.1870979,-77.8114414,"2021-06-22 08:38:00",USER515497,0.600,"1","34077B7CE",US-NC,"0"
S90588519,EBIRD_ATL_NY,42.4826640,-76.2066620,"2021-06-22 08:37:00",USER14774,0.233,"1","42076D2NW",US-NY,"0"
S90612367,EBIRD_ATL_NY,41.6122787,-73.9227637,"2021-06-22 08:36:00",USER669011,8.433,"1","41073E8NE",US-NY,"0"
S90709087,EBIRD_ATL_ME,44.6340809,-69.5009279,"2021-06-22 08:36:00",USER134399,1.017,"1","44069F5SE",US-ME,"0"
S90863214,EBIRD_ATL_NY,43.0534657,-76.0006770,"2021-06-22 08:35:00",USER59612,1.500,"1","43076A1CE",US-NY,"0"
S90611108,EBIRD_ATL_NC,36.0001944,-81.1510388,"2021-06-22 08:34:00",USER353514,,"0","36081A2SE",US-NC,"0"
S90603139,EBIRD_ATL_ME,43.6581608,-70.6798781,"2021-06-22 08:34:00",USER131538,0.200,"1","43070F6SE",US-ME,"0"
S90626460,EBIRD_ATL_MD_DC,39.5900950,-76.6924320,"2021-06-22 08:32:00",USER192480,2.000,"1","39076E6NW",US-MD,"0"
S90588402,EBIRD_ATL_NC,36.1693540,-81.6861880,"2021-06-22 08:30:00",USER325012,0.183,"1","36081B6CE",US-NC,"0"
S90588388,EBIRD_ATL_NY,42.8694419,-76.9755927,"2021-06-22 08:30:00",USER16674,0.284,"1","42076G8NW",US-NY,"0"
S90722711,EBIRD_ATL_MD_DC,38.0625000,-76.3437500,"2021-06-22 08:30:00",USER238364,2.000,"1","38076A3CW",US-MD,"0"
S90860318,EBIRD_ATL_MD_DC,39.3769457,-77.1580575,"2021-06-22 08:30:00",USER33723,,"0","39077D2SE",US-MD,"0"
S90612736,EBIRD_ATL_ME,43.7181200,-70.0021000,"2021-06-22 08:29:00",USER1029795,0.250,"1","43070F1NE",US-ME,"0"
S90611991,EBIRD_ATL_MD_DC,39.3093660,-76.6928950,"2021-06-22 08:29:00",USER131761,1.817,"1","39076C6CW",US-MD,"0"
S90613702,EBIRD_ATL_MD_DC,39.3093660,-76.6928950,"2021-06-22 08:29:00",USER352410,1.817,"1","39076C6CW",US-MD,"0"
S90615549,EBIRD_ATL_MD_DC,39.3093660,-76.6928950,"2021-06-22 08:29:00",USER2592355,1.817,"1","39076C6CW",US-MD,"0"
