"sub_id","proj_id","latitude","longitude","to_char","user_id","duration_hrs","all_obs_reported","block","state","nocturnal"
S90640849,EBIRD_ATL_ME,44.6687600,-67.6088319,"2021-06-22 13:56:00",USER266618,,"0","44067F5CW",US-ME,"0"
S90753515,EBIRD_ATL_ME,43.5638781,-70.2285522,"2021-06-22 13:56:00",USER1319546,1.650,"1","43070E2CW",US-ME,"0"
S90753516,EBIRD_ATL_ME,43.5638781,-70.2285522,"2021-06-22 13:56:00",USER1099715,1.650,"1","43070E2CW",US-ME,"0"
S90608438,EBIRD_ATL_NY,41.4106195,-73.7099945,"2021-06-22 13:55:00",USER1013937,,"0","41073D6SW",US-NY,"0"
S90603823,EBIRD_ATL_NY,42.3860121,-76.3477492,"2021-06-22 13:55:00",USER967,0.083,"1","42076D3SW",US-NY,"0"
S90605480,EBIRD_ATL_MD_DC,39.4349270,-79.3980550,"2021-06-22 13:53:00",USER1041590,,"0","39079D4CE",US-MD,"0"
S90802593,EBIRD_ATL_NY,43.8541667,-76.2812500,"2021-06-22 13:53:00",USER1292074,,"0","43076G3NE",US-NY,"0"
S90609638,EBIRD_ATL_NY,40.6394313,-73.2644575,"2021-06-22 13:52:00",USER1625895,0.083,"1","40073F3SE",US-NY,"0"
S90603449,EBIRD_ATL_NC,36.1330492,-81.6781191,"2021-06-22 13:52:00",USER645368,,"0","36081B6SE",US-NC,"0"
S90603655,EBIRD_ATL_MD_DC,39.3901644,-76.5491939,"2021-06-22 13:52:00",USER263457,,"0","39076D5SE",US-MD,"0"
S90691284,EBIRD_ATL_NC,36.0276293,-82.1373118,"2021-06-22 13:52:00",USER43704,0.067,"1","36082A2SE",US-NC,"0"
S90691297,EBIRD_ATL_NC,36.0276293,-82.1373118,"2021-06-22 13:52:00",USER356224,0.067,"1","36082A2SE",US-NC,"0"
S90604768,EBIRD_ATL_NY,42.4553530,-76.5005000,"2021-06-22 13:50:00",USER108846,,"0","42076D5CE",US-NY,"0"
S90604769,EBIRD_ATL_NY,42.4553530,-76.5005000,"2021-06-22 13:50:00",USER329828,,"0","42076D5CE",US-NY,"0"
S90603362,EBIRD_ATL_NY,42.8338194,-74.5895875,"2021-06-22 13:49:00",USER35858,0.017,"0","42074G5NW",US-NY,"0"
S90611081,EBIRD_ATL_NC,36.0163678,-81.1383744,"2021-06-22 13:46:00",USER353514,0.084,"1","36081A2SE",US-NC,"0"
S90609043,EBIRD_ATL_NC,36.0279007,-82.1445795,"2021-06-22 13:45:00",USER43704,0.100,"1","36082A2SE",US-NC,"0"
S90609044,EBIRD_ATL_NC,36.0279007,-82.1445795,"2021-06-22 13:45:00",USER356224,0.100,"1","36082A2SE",US-NC,"0"
S90603087,EBIRD_ATL_MD_DC,39.3993200,-76.5691550,"2021-06-22 13:44:00",USER263457,,"0","39076D5SW",US-MD,"0"
S90603101,EBIRD_ATL_NY,40.9117010,-73.2578964,"2021-06-22 13:44:00",USER1927738,,"0","40073H3SE",US-NY,"0"
S90607999,EBIRD_ATL_NY,43.3072398,-78.8548868,"2021-06-22 13:40:00",USER361431,1.684,"1","43078C7CW",US-NY,"0"
S90690926,EBIRD_ATL_NC,36.0210225,-82.1487262,"2021-06-22 13:38:00",USER43704,0.117,"1","36082A2SE",US-NC,"0"
S90690935,EBIRD_ATL_NC,36.0210225,-82.1487262,"2021-06-22 13:38:00",USER356224,0.117,"1","36082A2SE",US-NC,"0"
S90611554,EBIRD_ATL_NC,36.0324838,-81.1434427,"2021-06-22 13:35:00",USER353514,,"0","36081A2SE",US-NC,"0"
S90603858,EBIRD_ATL_NC,35.0748733,-80.7316426,"2021-06-22 13:35:00",USER1793936,0.417,"1","35080A6CW",US-NC,"0"
S90606154,EBIRD_ATL_NY,42.6644741,-77.0023155,"2021-06-22 13:30:00",USER295181,0.917,"1","42077F1SE",US-NY,"0"
S90602371,EBIRD_ATL_ME,44.4989605,-68.0562433,"2021-06-22 13:29:00",USER883903,,"0","44068D1NE",US-ME,"0"
S90611498,EBIRD_ATL_NC,36.0354581,-81.1543135,"2021-06-22 13:28:00",USER353514,0.084,"1","36081A2SE",US-NC,"0"
S90638663,EBIRD_ATL_NY,43.1538018,-77.5259025,"2021-06-22 13:26:00",USER193961,,"0","43077B5SE",US-NY,"0"
S90611560,EBIRD_ATL_NY,42.6815420,-78.5008320,"2021-06-22 13:25:00",USER230096,1.800,"1","42078F5CE",US-NY,"0"
S90621073,EBIRD_ATL_MD_DC,39.0000425,-76.8860257,"2021-06-22 13:25:00",USER134038,3.000,"0","39076A8SE",US-MD,"0"
S90604743,EBIRD_ATL_ME,44.7952630,-67.7827730,"2021-06-22 13:25:00",USER103267,0.767,"1","44067G7CE",US-ME,"0"
S90602114,EBIRD_ATL_NC,35.9477990,-78.9964160,"2021-06-22 13:25:00",USER690725,,"0","35078H8CW",US-NC,"0"
S90603220,EBIRD_ATL_NY,42.3914325,-76.4122993,"2021-06-22 13:25:00",USER19006,,"0","42076D4SE",US-NY,"0"
S90607846,EBIRD_ATL_NY,43.1992216,-76.3097948,"2021-06-22 13:23:00",USER1445557,2.083,"1","43076B3CE",US-NY,"0"
S90691640,EBIRD_ATL_NC,36.0260417,-82.1747617,"2021-06-22 13:23:00",USER356224,0.167,"1","36082A2SE",US-NC,"0"
S90691635,EBIRD_ATL_NC,36.0260417,-82.1747617,"2021-06-22 13:23:00",USER43704,0.167,"1","36082A2SE",US-NC,"0"
S90602706,EBIRD_ATL_NY,42.9611804,-78.1581575,"2021-06-22 13:22:00",USER581970,0.234,"1","42078H2NE",US-NY,"0"
S90601847,EBIRD_ATL_NY,43.3489810,-78.6088030,"2021-06-22 13:21:00",USER15309,,"0","43078C5NW",US-NY,"0"
S90614135,EBIRD_ATL_MD_DC,39.6377120,-79.4528580,"2021-06-22 13:20:00",USER197155,1.250,"1","39079F4SW",US-MD,"0"
S90601778,EBIRD_ATL_NY,43.3486190,-78.5900290,"2021-06-22 13:20:00",USER15309,,"0","43078C5NW",US-NY,"0"
S90602112,EBIRD_ATL_MD_DC,38.3562946,-75.5653471,"2021-06-22 13:18:00",USER351854,0.084,"0","38075C5NW",US-MD,"0"
S90601730,EBIRD_ATL_NY,43.0289001,-77.5643997,"2021-06-22 13:18:00",USER1676556,,"0","43077A5SW",US-NY,"0"
S90603482,EBIRD_ATL_NC,35.2526580,-75.5339910,"2021-06-22 13:18:00",USER207928,0.567,"1","35075C5SE",US-NC,"0"
S90605004,EBIRD_ATL_NY,42.7139398,-78.8273163,"2021-06-22 13:17:00",USER364565,1.150,"1","42078F7NW",US-NY,"0"
S90605003,EBIRD_ATL_NY,42.7139398,-78.8273163,"2021-06-22 13:17:00",USER192793,1.150,"1","42078F7NW",US-NY,"0"
S90608987,EBIRD_ATL_NC,36.0409070,-82.1676510,"2021-06-22 13:16:00",USER43704,0.083,"1","36082A2SE",US-NC,"0"
S90608988,EBIRD_ATL_NC,36.0409070,-82.1676510,"2021-06-22 13:16:00",USER356224,0.083,"1","36082A2SE",US-NC,"0"
S90643442,EBIRD_ATL_MD_DC,38.9954295,-77.1196005,"2021-06-22 13:14:00",USER4866,0.750,"1","38077H1NW",US-MD,"0"
S90604899,EBIRD_ATL_NY,42.7599920,-74.7448190,"2021-06-22 13:14:00",USER4381,0.167,"1","42074G6SW",US-NY,"0"
S90608841,EBIRD_ATL_ME,44.3672499,-68.2112038,"2021-06-22 13:13:00",USER224998,2.384,"1","44068C2NW",US-ME,"0"
S90603242,EBIRD_ATL_NY,41.0614786,-72.4658699,"2021-06-22 13:13:00",USER19954,0.567,"1","41072A4CW",US-NY,"0"
S90611568,EBIRD_ATL_NY,44.9007460,-74.6161560,"2021-06-22 13:12:00",USER42086,0.167,"1","44074H5SW",US-NY,"0"
S90601447,EBIRD_ATL_NY,43.2731080,-77.3599350,"2021-06-22 13:12:00",USER2561857,,"0","43077C3SW",US-NY,"0"
S90602598,EBIRD_ATL_MD_DC,39.2140903,-76.4379519,"2021-06-22 13:12:00",USER263457,,"0","39076B4NW",US-MD,"0"
S90612551,EBIRD_ATL_NY,43.2673188,-77.0297813,"2021-06-22 13:10:00",USER348876,2.633,"1","43077C1SE",US-NY,"0"
S90601330,EBIRD_ATL_ME,44.4989605,-68.0562433,"2021-06-22 13:10:00",USER883903,,"0","44068D1NE",US-ME,"0"
S90601292,EBIRD_ATL_NY,43.1335307,-76.3279545,"2021-06-22 13:08:00",USER1445557,,"0","43076B3SW",US-NY,"0"
S90601701,EBIRD_ATL_ME,44.7987210,-67.7760290,"2021-06-22 13:08:00",USER103267,0.167,"1","44067G7CE",US-ME,"0"
S90604951,EBIRD_ATL_NY,42.7702000,-74.7532860,"2021-06-22 13:06:00",USER4381,0.100,"1","42074G7SE",US-NY,"0"
S90601509,EBIRD_ATL_MD_DC,39.2209159,-76.8538482,"2021-06-22 13:05:00",USER618543,,"0","39076B7NW",US-MD,"0"
S90603520,EBIRD_ATL_NY,42.0891612,-75.9046297,"2021-06-22 13:05:00",USER36815,0.667,"1","42075A8NE",US-NY,"0"
S90603386,EBIRD_ATL_NC,34.4109340,-77.6594280,"2021-06-22 13:04:00",USER208474,0.750,"1","34077D6SE",US-NC,"0"
S90610731,EBIRD_ATL_NY,42.9015804,-76.7141739,"2021-06-22 13:00:00",USER58184,,"0","42076H6SW",US-NY,"0"
S90616090,EBIRD_ATL_ME,44.9258909,-69.0422656,"2021-06-22 13:00:00",USER981243,,"0","44069H1CE",US-ME,"0"
S90640864,EBIRD_ATL_ME,44.7840529,-67.6150567,"2021-06-22 13:00:00",USER266618,,"0","44067G5SW",US-ME,"0"
S90601117,EBIRD_ATL_NY,42.4724094,-76.4601243,"2021-06-22 13:00:00",USER16483,0.084,"1","42076D4NW",US-NY,"0"
S90602613,EBIRD_ATL_NC,35.7096008,-82.6052141,"2021-06-22 12:58:00",USER1449672,0.583,"1","35082F5NW",US-NC,"0"
S90601046,EBIRD_ATL_NC,35.2545460,-75.5215570,"2021-06-22 12:58:00",USER207928,0.117,"1","35075C5SE",US-NC,"0"
S90640884,EBIRD_ATL_ME,44.7768840,-67.6150517,"2021-06-22 12:57:00",USER266618,,"0","44067G5SW",US-ME,"0"
S90602128,EBIRD_ATL_NY,42.8394215,-77.6919672,"2021-06-22 12:56:00",USER429152,0.483,"1","42077G6NW",US-NY,"0"
S90605069,EBIRD_ATL_NY,43.1763487,-77.5259313,"2021-06-22 12:55:00",USER289220,1.000,"1","43077B5CE",US-NY,"0"
S90602188,EBIRD_ATL_NC,35.9220294,-81.5221918,"2021-06-22 12:54:00",USER152186,0.534,"1","35081H5CE",US-NC,"0"
S90606814,EBIRD_ATL_NY,42.2939716,-73.5653779,"2021-06-22 12:53:00",USER4230,2.234,"1","42073C5CW",US-NY,"0"
S90600351,EBIRD_ATL_NY,44.4041360,-75.6961190,"2021-06-22 12:53:00",USER530400,,"0","44075D6SW",US-NY,"0"
S90662128,EBIRD_ATL_NC,35.2650850,-83.9353730,"2021-06-22 12:53:00",USER1621424,,"0","35083C8SE",US-NC,"0"
S90600350,EBIRD_ATL_NY,41.1765780,-73.8140120,"2021-06-22 12:51:00",USER864026,,"0","41073B7CW",US-NY,"0"
S90600315,EBIRD_ATL_NY,42.9917393,-74.3817142,"2021-06-22 12:51:00",USER35858,,"0","42074H4NE",US-NY,"0"
S90600946,EBIRD_ATL_NC,34.4120790,-77.6590950,"2021-06-22 12:50:00",USER208474,0.200,"1","34077D6SE",US-NC,"0"
S90610559,EBIRD_ATL_NY,44.8875520,-74.6177700,"2021-06-22 12:48:00",USER42086,0.083,"1","44074H5SW",US-NY,"0"
S90600704,EBIRD_ATL_MD_DC,38.9304180,-75.7682265,"2021-06-22 12:47:00",USER298922,0.500,"1","38075H7CE",US-MD,"0"
S90615363,EBIRD_ATL_NY,42.6800791,-73.6962065,"2021-06-22 12:45:00",USER222838,0.167,"1","42073F6CW",US-NY,"0"
S90601333,EBIRD_ATL_NY,43.0689527,-78.9378483,"2021-06-22 12:45:00",USER507428,0.333,"1","43078A8CW",US-NY,"0"
S90600183,EBIRD_ATL_NY,42.9725874,-78.1620598,"2021-06-22 12:44:00",USER581970,0.034,"1","42078H2NE",US-NY,"0"
S90662141,EBIRD_ATL_NC,35.2721780,-83.9252360,"2021-06-22 12:44:00",USER1621424,,"0","35083C8SE",US-NC,"0"
S90640942,EBIRD_ATL_ME,44.7691905,-67.6505682,"2021-06-22 12:41:00",USER266618,0.100,"1","44067G6SE",US-ME,"0"
S90662153,EBIRD_ATL_NC,35.2728150,-83.9247180,"2021-06-22 12:40:00",USER1621424,0.033,"1","35083C8SE",US-NC,"0"
S90604056,EBIRD_ATL_NC,36.1695710,-81.6860460,"2021-06-22 12:39:00",USER325012,1.400,"1","36081B6CE",US-NC,"0"
S90604982,EBIRD_ATL_ME,43.2846986,-70.6443184,"2021-06-22 12:38:00",USER134401,1.784,"1","43070C6SE",US-ME,"0"
S90599571,EBIRD_ATL_NC,35.0748733,-80.7316426,"2021-06-22 12:37:00",USER1793936,,"0","35080A6CW",US-NC,"0"
S90600688,EBIRD_ATL_MD_DC,38.2839323,-76.4507161,"2021-06-22 12:37:00",USER137039,0.350,"1","38076C4SW",US-MD,"0"
S90625537,EBIRD_ATL_NY,43.2367774,-78.3950257,"2021-06-22 12:35:00",USER90347,2.700,"1","43078B4NE",US-NY,"0"
S90599600,EBIRD_ATL_NY,43.1934060,-77.5127940,"2021-06-22 12:35:00",USER289220,0.183,"1","43077B5CE",US-NY,"0"
S90600155,EBIRD_ATL_NY,43.2731080,-77.3599350,"2021-06-22 12:35:00",USER2561857,1.500,"1","43077C3SW",US-NY,"0"
S90603698,EBIRD_ATL_NY,42.9382814,-77.2973800,"2021-06-22 12:35:00",USER407762,0.617,"1","42077H3CE",US-NY,"0"
S90600195,EBIRD_ATL_MD_DC,39.0314170,-77.2437400,"2021-06-22 12:33:00",USER131204,0.250,"1",o39077A2SW,US-MD,"0"
S90600187,EBIRD_ATL_NC,34.4106660,-77.6629360,"2021-06-22 12:31:00",USER208474,0.333,"1","34077D6SE",US-NC,"0"
S90601048,EBIRD_ATL_NY,43.2980488,-77.7205313,"2021-06-22 12:31:00",USER193961,,"0","43077C6CW",US-NY,"0"
S90636596,EBIRD_ATL_NY,41.2903633,-74.2712125,"2021-06-22 12:30:00",USER738162,0.500,"1","41074C3SE",US-NY,"0"
S90621683,EBIRD_ATL_ME,46.0076260,-69.5518740,"2021-06-22 12:30:00",USER633952,,"0","46069A5SE",US-ME,"0"
S90600485,EBIRD_ATL_NY,42.7877990,-78.6481700,"2021-06-22 12:30:00",USER235511,,"0","42078G6SE",US-NY,"0"
S90599528,EBIRD_ATL_NC,35.8990620,-79.0392710,"2021-06-22 12:29:00",USER956951,0.117,"1","35079H1SE",US-NC,"0"
S90599265,EBIRD_ATL_NC,35.2572300,-75.5269240,"2021-06-22 12:27:00",USER207928,0.050,"1","35075C5SE",US-NC,"0"
S90607886,EBIRD_ATL_ME,44.8854010,-67.0213223,"2021-06-22 12:25:00",USER104175,1.750,"1","44067H1SE",US-ME,"0"
S90601017,EBIRD_ATL_NY,43.3349979,-78.7086467,"2021-06-22 12:24:00",USER361431,0.667,"1","43078C6NW",US-NY,"0"
S90605476,EBIRD_ATL_NY,42.4844163,-76.4898510,"2021-06-22 12:23:00",USER598540,0.217,"1","42076D4NW",US-NY,"0"
S90612471,EBIRD_ATL_NY,43.8203818,-73.4929803,"2021-06-22 12:22:00",USER262250,4.700,"1","43073G4CW",US-NY,"0"
S90612472,EBIRD_ATL_NY,43.8203818,-73.4929803,"2021-06-22 12:22:00",USER451081,4.700,"1","43073G4CW",US-NY,"0"
S90601439,EBIRD_ATL_NY,43.0941454,-75.1284677,"2021-06-22 12:21:00",USER355132,0.634,"1","43075A2NE",US-NY,"0"
S90620006,EBIRD_ATL_NY,42.8906113,-75.9099997,"2021-06-22 12:19:00",USER557539,0.200,"1","42075H8SE",US-NY,"0"
S90598820,EBIRD_ATL_MD_DC,39.5908090,-76.9955540,"2021-06-22 12:17:00",USER4025,0.083,"1","39076E8NW",US-MD,"0"
S90605915,EBIRD_ATL_NY,42.9658900,-73.7828351,"2021-06-22 12:16:00",USER3255,2.517,"1","42073H7NE",US-NY,"0"
S90601862,EBIRD_ATL_NY,42.7565509,-75.5195138,"2021-06-22 12:14:00",USER396889,1.100,"1","42075G5SE",US-NY,"0"
S90605743,EBIRD_ATL_NY,44.5590420,-74.7720760,"2021-06-22 12:13:00",USER531549,0.233,"1","44074E7CE",US-NY,"0"
S90599405,EBIRD_ATL_NC,36.2508004,-81.7636306,"2021-06-22 12:13:00",USER645368,0.350,"1","36081C7SE",US-NC,"0"
S90598397,EBIRD_ATL_ME,43.2731489,-70.6266462,"2021-06-22 12:11:00",USER134401,0.117,"0","43070C6SE",US-ME,"0"
S90612760,EBIRD_ATL_NC,36.1343073,-81.8962070,"2021-06-22 12:10:00",USER1200593,1.250,"1","36081B8SE",US-NC,"0"
S90602729,EBIRD_ATL_MD_DC,38.2856309,-76.4032772,"2021-06-22 12:10:00",USER647481,1.333,"1","38076C4SE",US-MD,"0"
S90600869,EBIRD_ATL_MD_DC,39.6548240,-79.4249060,"2021-06-22 12:08:00",USER197155,0.383,"1","39079F4SE",US-MD,"0"
S90662179,EBIRD_ATL_NC,35.2725930,-83.9176520,"2021-06-22 12:08:00",USER1621424,0.033,"1","35083C8SE",US-NC,"0"
S90611493,EBIRD_ATL_NC,36.0401519,-81.1298225,"2021-06-22 12:05:00",USER353514,0.717,"1","36081A2SE",US-NC,"0"
S90598631,EBIRD_ATL_ME,44.7339640,-67.7533610,"2021-06-22 12:05:00",USER103267,0.200,"1","44067F7NE",US-ME,"0"
S90601714,EBIRD_ATL_NC,35.7096008,-82.6052141,"2021-06-22 12:05:00",USER446659,1.000,"1","35082F5NW",US-NC,"0"
S90597872,EBIRD_ATL_ME,43.2728678,-70.6267931,"2021-06-22 12:03:00",USER134401,,"0","43070C6SE",US-ME,"0"
S90602337,EBIRD_ATL_NY,42.1207089,-79.1094435,"2021-06-22 12:02:00",USER39918,,"0","42079A1NW",US-NY,"0"
S90640994,EBIRD_ATL_ME,44.7089024,-67.6732019,"2021-06-22 12:01:00",USER266618,0.084,"1","44067F6NE",US-ME,"0"
S90764046,EBIRD_ATL_NY,42.9946205,-76.7637599,"2021-06-22 12:00:00",USER182103,0.167,"0","42076H7NE",US-NY,"0"
S90634793,EBIRD_ATL_ME,43.3368790,-70.5503744,"2021-06-22 12:00:00",USER165516,,"0","43070C5NE",US-ME,"0"
S90701503,EBIRD_ATL_ME,44.5511600,-70.0862000,"2021-06-22 12:00:00",USER1392538,3.000,"1","44070E1CW",US-ME,"0"
S90597602,EBIRD_ATL_NC,34.4498150,-77.5455300,"2021-06-22 11:59:00",USER208474,,"0","34077D5CE",US-NC,"0"
S90641018,EBIRD_ATL_ME,44.7236584,-67.6871159,"2021-06-22 11:57:00",USER266618,,"0","44067F6NE",US-ME,"0"
S90619155,EBIRD_ATL_NY,42.8658791,-75.9017144,"2021-06-22 11:57:00",USER557539,0.300,"1","42075G8NE",US-NY,"0"
S90601210,EBIRD_ATL_NY,42.7084810,-78.8474930,"2021-06-22 11:55:00",USER364565,1.217,"1","42078F7NW",US-NY,"0"
S90601211,EBIRD_ATL_NY,42.7084810,-78.8474930,"2021-06-22 11:55:00",USER192793,1.217,"1","42078F7NW",US-NY,"0"
S90605036,EBIRD_ATL_NY,42.7846900,-74.7469510,"2021-06-22 11:54:00",USER4381,1.167,"1","42074G6SW",US-NY,"0"
S90641045,EBIRD_ATL_ME,44.7204775,-67.6855703,"2021-06-22 11:54:00",USER266618,,"0","44067F6NE",US-ME,"0"
S90599684,EBIRD_ATL_NC,36.0590915,-79.0783741,"2021-06-22 11:54:00",USER981980,0.250,"1","36079A1CW",US-NC,"0"
S90599290,EBIRD_ATL_NY,42.7133644,-76.4917297,"2021-06-22 11:53:00",USER58184,0.200,"1","42076F4NW",US-NY,"0"
S90597312,EBIRD_ATL_ME,44.1607940,-70.2494360,"2021-06-22 11:52:00",USER1274926,,"0","44070B2SW",US-ME,"0"
S90662199,EBIRD_ATL_NC,35.2742720,-83.9111200,"2021-06-22 11:52:00",USER1621424,,"0","35083C8SE",US-NC,"0"
S90612276,EBIRD_ATL_NY,40.6469348,-73.2632673,"2021-06-22 11:51:00",USER1625895,0.783,"1","40073F3SE",US-NY,"0"
S90598856,EBIRD_ATL_NY,43.3316786,-78.7034765,"2021-06-22 11:51:00",USER361431,0.517,"1","43078C6CW",US-NY,"0"
S90627338,EBIRD_ATL_NY,44.5543980,-74.9230910,"2021-06-22 11:50:00",USER799832,0.667,"1","44074E8CE",US-NY,"0"
S90597707,EBIRD_ATL_NC,35.3767230,-75.4926140,"2021-06-22 11:49:00",USER207928,0.100,"1","35075D4SW",US-NC,"0"
S90597587,EBIRD_ATL_ME,44.2412089,-68.3556862,"2021-06-22 11:49:00",USER224998,0.150,"1","44068B3NW",US-ME,"0"
S90753137,EBIRD_ATL_ME,43.6459670,-70.2686260,"2021-06-22 11:46:00",USER1319546,0.317,"1","43070F3SE",US-ME,"0"
S90602824,EBIRD_ATL_NC,34.4545040,-77.5543880,"2021-06-22 11:41:00",USER1739101,0.050,"1","34077D5CE",US-NC,"0"
S90641223,EBIRD_ATL_ME,44.6868069,-67.6750947,"2021-06-22 11:40:00",USER266618,,"0","44067F6CE",US-ME,"0"
S90596769,EBIRD_ATL_NY,43.8883928,-73.6609629,"2021-06-22 11:40:00",USER675718,,"0","43073H6SE",US-NY,"0"
S90597400,EBIRD_ATL_NY,42.8232049,-75.5400279,"2021-06-22 11:39:00",USER355506,0.267,"1","42075G5CE",US-NY,"0"
S90600973,EBIRD_ATL_ME,45.2961887,-69.5143927,"2021-06-22 11:35:00",USER561978,0.284,"1","45069C5CE",US-ME,"0"
S90611416,EBIRD_ATL_NC,35.2887131,-82.4336901,"2021-06-22 11:34:00",USER1254274,0.267,"1","35082C4SE",US-NC,"0"
S90596750,EBIRD_ATL_NY,42.7177380,-76.4763400,"2021-06-22 11:34:00",USER58184,0.100,"1","42076F4NW",US-NY,"0"
S90612342,EBIRD_ATL_NY,42.9355872,-78.8912881,"2021-06-22 11:33:00",USER761563,1.700,"1","42078H8CE",US-NY,"0"
S90618857,EBIRD_ATL_NY,42.8531065,-75.9090688,"2021-06-22 11:33:00",USER557539,0.383,"1","42075G8NE",US-NY,"0"
S90597394,EBIRD_ATL_NC,34.4487520,-77.5439600,"2021-06-22 11:32:00",USER208474,0.383,"1","34077D5CE",US-NC,"0"
S90662222,EBIRD_ATL_NC,35.2739770,-83.9088860,"2021-06-22 11:32:00",USER1621424,0.317,"1","35083C8SE",US-NC,"0"
S90764500,EBIRD_ATL_NY,42.9892318,-76.7711279,"2021-06-22 11:30:00",USER182103,0.083,"0","42076H7NE",US-NY,"0"
S90608881,EBIRD_ATL_NY,41.8618905,-73.6757755,"2021-06-22 11:30:00",USER146776,2.000,"1","41073G6NE",US-NY,"0"
S90597331,EBIRD_ATL_ME,44.7305300,-67.7516340,"2021-06-22 11:30:00",USER103267,0.383,"1","44067F7NE",US-ME,"0"
S90627572,EBIRD_ATL_NY,40.6203877,-74.1149795,"2021-06-22 11:27:00",USER86165,2.100,"1","40074E1NW",US-NY,"0"
S90619230,EBIRD_ATL_ME,46.8679237,-68.1355378,"2021-06-22 11:25:00",USER45030,,"0","46068G2NE",US-ME,"0"
S90597364,EBIRD_ATL_MD_DC,39.2209159,-76.8538482,"2021-06-22 11:25:00",USER618543,0.333,"1","39076B7NW",US-MD,"0"
S90605173,EBIRD_ATL_MD_DC,38.9253968,-75.7910167,"2021-06-22 11:23:00",USER298922,0.533,"1","38075H7CE",US-MD,"0"
S90641269,EBIRD_ATL_ME,44.6715445,-67.6691821,"2021-06-22 11:23:00",USER266618,,"0","44067F6CE",US-ME,"0"
S90696640,EBIRD_ATL_NY,43.3079732,-77.7412319,"2021-06-22 11:22:00",USER193961,0.200,"1","43077C6CW",US-NY,"0"
S90597351,EBIRD_ATL_MD_DC,39.6577776,-79.4097376,"2021-06-22 11:22:00",USER197155,0.533,"1","39079F4SE",US-MD,"0"
S90598187,EBIRD_ATL_NC,36.5082880,-79.5555360,"2021-06-22 11:22:00",USER690725,0.167,"1",o36079E5SE,US-NC,"0"
S90600863,EBIRD_ATL_ME,45.2998180,-69.5230000,"2021-06-22 11:20:00",USER561978,0.250,"1","45069C5CE",US-ME,"0"
S90595696,EBIRD_ATL_NC,35.8990620,-79.0392710,"2021-06-22 11:20:00",USER956951,,"0","35079H1SE",US-NC,"0"
S90605127,EBIRD_ATL_NY,42.7895780,-74.7591830,"2021-06-22 11:19:00",USER4381,0.583,"1","42074G7SE",US-NY,"0"
S90636995,EBIRD_ATL_ME,44.5614415,-69.6550584,"2021-06-22 11:19:00",USER176060,2.450,"1","44069E6CE",US-ME,"0"
S90641288,EBIRD_ATL_ME,44.6725530,-67.6797422,"2021-06-22 11:17:00",USER266618,,"0","44067F6CE",US-ME,"0"
S90613183,EBIRD_ATL_ME,43.8703760,-69.8611150,"2021-06-22 11:17:00",USER786445,0.067,"1","43069G7NW",US-ME,"0"
S90595812,EBIRD_ATL_ME,43.8703760,-69.8611150,"2021-06-22 11:17:00",USER366657,0.067,"1","43069G7NW",US-ME,"0"
S90597333,EBIRD_ATL_NC,34.4601421,-78.1118692,"2021-06-22 11:17:00",USER807457,0.534,"1","34078D1NW",US-NC,"0"
S90597002,EBIRD_ATL_NY,34.5273252,-77.4351564,"2021-06-22 11:16:00",USER619043,0.500,"1","34077E4SE",US-NC,"0"
S90597734,EBIRD_ATL_MD_DC,38.2860776,-76.4007672,"2021-06-22 11:16:00",USER137039,0.767,"1","38076C4SE",US-MD,"0"
S90670182,EBIRD_ATL_NY,42.9884430,-78.2131344,"2021-06-22 11:15:00",USER162017,0.517,"1","42078H2NW",US-NY,"0"
S90597147,EBIRD_ATL_NY,41.8350253,-73.8021156,"2021-06-22 11:15:00",USER367849,0.500,"1","41073G7NE",US-NY,"0"
S90616183,EBIRD_ATL_NY,42.8601097,-75.9167973,"2021-06-22 11:08:00",USER557539,0.367,"1","42075G8NE",US-NY,"0"
S90611468,EBIRD_ATL_NC,36.0500043,-81.1394945,"2021-06-22 11:08:00",USER353514,0.934,"1","36081A2CE",US-NC,"0"
S90607874,EBIRD_ATL_ME,45.0998950,-69.1521870,"2021-06-22 11:07:00",USER43189,1.283,"1","45069A2NE",US-ME,"0"
S90608250,EBIRD_ATL_NY,44.5759170,-74.7631000,"2021-06-22 11:07:00",USER531549,0.417,"1","44074E7CE",US-NY,"0"
S90595147,EBIRD_ATL_ME,44.1009308,-70.9998107,"2021-06-22 11:07:00",USER131082,0.034,"0","44070A8NW",US-ME,"0"
S90594984,EBIRD_ATL_NC,35.0447676,-77.0293549,"2021-06-22 11:06:00",USER1061619,,"0","35077A1CE",US-NC,"0"
S90604158,EBIRD_ATL_ME,46.0226030,-67.8700990,"2021-06-22 11:05:00",USER644237,3.000,"1","46067A7SW",US-ME,"0"
S90596503,EBIRD_ATL_MD_DC,39.2689756,-76.8662739,"2021-06-22 11:04:00",USER158826,0.533,"1","39076C7SW",US-MD,"0"
S90595712,EBIRD_ATL_NY,42.7286100,-76.4782540,"2021-06-22 11:03:00",USER58184,0.267,"1","42076F4NW",US-NY,"0"
S90596786,EBIRD_ATL_NC,35.1063359,-82.9525688,"2021-06-22 11:02:00",USER214339,0.634,"1","35082A8NW",US-NC,"0"
S90599080,EBIRD_ATL_NY,40.6804811,-73.6415618,"2021-06-22 11:02:00",USER182188,1.400,"1","40073F6CE",US-NY,"0"
