sub_id,primary_com_name,orig_species_code,proj_id,breeding_code,category_code,latitude,longitude,to_char,user_id,duration_hrs,all_obs_reported,block,state,nocturnal
S90605036,Ovenbird,ovenbi1,EBIRD_ATL_NY,S1,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Black-and-white Warbler,bawwar,EBIRD_ATL_NY,OS,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Blackburnian Warbler,bkbwar,EBIRD_ATL_NY,S1,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Black-capped Chickadee,bkcchi,EBIRD_ATL_NY,FL,C4,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Eastern Wood-Pewee,eawpew,EBIRD_ATL_NY,S1,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Pileated Woodpecker,pilwoo,EBIRD_ATL_NY,S1,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Mourning Warbler,mouwar,EBIRD_ATL_NY,S1,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,White-breasted Nuthatch,whbnut,EBIRD_ATL_NY,PO,C3,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Yellow-bellied Sapsucker,yebsap,EBIRD_ATL_NY,OS,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,American Goldfinch,amegfi,EBIRD_ATL_NY,OS,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,American Redstart,amered,EBIRD_ATL_NY,PO,C3,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Hooded Warbler,hoowar,EBIRD_ATL_NY,OS,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Red-eyed Vireo,reevir1,EBIRD_ATL_NY,T7,C3,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,American Robin,amerob,EBIRD_ATL_NY,S1,C2,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605036,Wood Thrush,woothr,EBIRD_ATL_NY,T7,C3,42.78469,-74.746951,2021-06-22 11:54,USER4381,1.167,1,42074G6SW,US-NY,0
S90605127,European Starling,eursta,EBIRD_ATL_NY,FL,C4,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Song Sparrow,sonspa,EBIRD_ATL_NY,S1,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Red-eyed Vireo,reevir1,EBIRD_ATL_NY,S1,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Gray Catbird,grycat,EBIRD_ATL_NY,OS,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Wilson's Snipe,wilsni1,EBIRD_ATL_NY,S1,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Mourning Dove,moudov,EBIRD_ATL_NY,OS,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Black-capped Chickadee,bkcchi,EBIRD_ATL_NY,FR,C4,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Chestnut-sided Warbler,chswar,EBIRD_ATL_NY,FL,C4,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Turkey Vulture,turvul,EBIRD_ATL_NY,FO,C1,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,American Robin,amerob,EBIRD_ATL_NY,PO,C3,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Red-winged Blackbird,rewbla,EBIRD_ATL_NY,OS,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,American Goldfinch,amegfi,EBIRD_ATL_NY,PO,C3,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Common Yellowthroat,comyel,EBIRD_ATL_NY,S1,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Common Grackle,comgra,EBIRD_ATL_NY,PO,C3,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605127,Northern Cardinal,norcar,EBIRD_ATL_NY,OS,C2,42.789578,-74.759183,2021-06-22 11:19,USER4381,0.583,1,42074G7SE,US-NY,0
S90605173,American Goldfinch,amegfi,EBIRD_ATL_MD_DC,PO,C3,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Great Blue Heron,grbher3,EBIRD_ATL_MD_DC,FO,C1,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Indigo Bunting,indbun,EBIRD_ATL_MD_DC,OS,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Chipping Sparrow,chispa,EBIRD_ATL_MD_DC,S1,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Eastern Kingbird,easkin,EBIRD_ATL_MD_DC,T7,C3,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Red-tailed Hawk,rethaw,EBIRD_ATL_MD_DC,OS,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Purple Martin,purmar,EBIRD_ATL_MD_DC,OS,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Common Yellowthroat,comyel,EBIRD_ATL_MD_DC,S1,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Northern Flicker,norfli,EBIRD_ATL_MD_DC,OS,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Carolina Wren,carwre,EBIRD_ATL_MD_DC,S1,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Red-winged Blackbird,rewbla,EBIRD_ATL_MD_DC,VS,C3,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605173,Mourning Dove,moudov,EBIRD_ATL_MD_DC,S1,C2,38.9253968,-75.7910167,2021-06-22 11:23,USER298922,0.533,1,38075H7CE,US-MD,0
S90605237,Yellow Warbler,yelwar,EBIRD_ATL_NY,S1,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Song Sparrow,sonspa,EBIRD_ATL_NY,S1,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,American Goldfinch,amegfi,EBIRD_ATL_NY,PO,C3,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Indigo Bunting,indbun,EBIRD_ATL_NY,S1,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Northern Cardinal,norcar,EBIRD_ATL_NY,OS,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Common Grackle,comgra,EBIRD_ATL_NY,OS,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Black-capped Chickadee,bkcchi,EBIRD_ATL_NY,PO,C3,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Gray Catbird,grycat,EBIRD_ATL_NY,OS,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,American Robin,amerob,EBIRD_ATL_NY,FY,C4,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Blue Jay,blujay,EBIRD_ATL_NY,OS,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Red-winged Blackbird,rewbla,EBIRD_ATL_NY,OS,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Yellow-bellied Sapsucker,yebsap,EBIRD_ATL_NY,FL,C4,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Eastern Wood-Pewee,eawpew,EBIRD_ATL_NY,S1,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Veery,veery,EBIRD_ATL_NY,S1,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90605237,Common Yellowthroat,comyel,EBIRD_ATL_NY,S1,C2,42.798562,-74.771375,2021-06-22 10:48,USER4381,0.467,1,42074G7CE,US-NY,0
S90615770,American Crow,amecro,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Indigo Bunting,indbun,EBIRD_ATL_NY,PO,C3,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Brown-headed Cowbird,bnhcow,EBIRD_ATL_NY,FL,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Barn Swallow,barswa,EBIRD_ATL_NY,ON,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Gray Catbird,grycat,EBIRD_ATL_NY,FY,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Chipping Sparrow,chispa,EBIRD_ATL_NY,FL,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,American Goldfinch,amegfi,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Black-capped Chickadee,bkcchi,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Warbling Vireo,warvir,EBIRD_ATL_NY,S1,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Turkey Vulture,turvul,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Mourning Dove,moudov,EBIRD_ATL_NY,PO,C3,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Ruby-throated Hummingbird,rthhum,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,American Robin,amerob,EBIRD_ATL_NY,FY,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Orchard Oriole,orcori,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Field Sparrow,fiespa,EBIRD_ATL_NY,S1,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Tree Swallow,treswa,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Great Crested Flycatcher,grcfly,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Red-winged Blackbird,rewbla,EBIRD_ATL_NY,FS,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Eastern Kingbird,easkin,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,House Finch,houfin,EBIRD_ATL_NY,S1,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Downy Woodpecker,dowwoo1,EBIRD_ATL_NY,FL,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Cedar Waxwing,cedwax,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Blue Jay,blujay,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Osprey,osprey,EBIRD_ATL_NY,ON,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Eastern Bluebird,easblu,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Baltimore Oriole,balori,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Red-winged Blackbird,rewbla1,EBIRD_ATL_NY,AB,C3,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Red-tailed Hawk,erthaw1,EBIRD_ATL_NY,PO,C3,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Yellow Warbler,yelwar,EBIRD_ATL_NY,S1,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Red-tailed Hawk,rethaw,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Red-bellied Woodpecker,rebwoo,EBIRD_ATL_NY,OS,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Song Sparrow,sonspa,EBIRD_ATL_NY,FY,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Common Grackle,comgra,EBIRD_ATL_NY,FL,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,European Starling,eursta,EBIRD_ATL_NY,FY,C4,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90615770,Northern Cardinal,norcar,EBIRD_ATL_NY,S1,C2,42.9015804,-76.7141739,2021-06-22 16:46,USER58184,1.483,1,42076H6SW,US-NY,0
S90605450,European Starling,eursta,EBIRD_ATL_MD_DC,PO,C3,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Barn Swallow,barswa,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Blue Jay,blujay,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Brown-headed Cowbird,bnhcow,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Tree Swallow,treswa,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Common Yellowthroat,comyel,EBIRD_ATL_MD_DC,S1,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Northern Mockingbird,normoc,EBIRD_ATL_MD_DC,T7,C3,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Indigo Bunting,indbun,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,House Sparrow,houspa,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Eastern Bluebird,easblu,EBIRD_ATL_MD_DC,FL,C4,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,American Crow,amecro,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605450,Red-tailed Hawk,rethaw,EBIRD_ATL_MD_DC,OS,C2,38.9203896,-75.80137,2021-06-22 11:00,USER298922,0.333,1,38075H7CE,US-MD,0
S90605476,European Starling,eursta,EBIRD_ATL_NY,NY,C4,42.4844163,-76.489851,2021-06-22 12:23,USER598540,0.217,1,42076D4NW,US-NY,0
S90605480,Wild Turkey,wiltur,EBIRD_ATL_MD_DC,FL,C4,39.434927,-79.398055,2021-06-22 13:53,USER1041590,,0,39079D4CE,US-MD,0
S90585610,Boat-tailed Grackle,botgra,EBIRD_ATL_NC,T7,C3,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,Red-winged Blackbird,rewbla,EBIRD_ATL_NC,FL,C4,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,Eastern Meadowlark,easmea,EBIRD_ATL_NC,VS,C3,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,Canada Goose,cangoo,EBIRD_ATL_NC,PO,C3,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,Great Blue Heron,grbher,EBIRD_ATL_NC,OS,C2,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,Great Egret,greegr,EBIRD_ATL_NC,OS,C2,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,Snowy Egret,snoegr,EBIRD_ATL_NC,OS,C2,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90585610,American Black Duck,ambduc,EBIRD_ATL_NC,FL,C4,35.702168,-75.488737,2021-06-22 6:59,USER542151,0.317,1,35075F4CW,US-NC,0
S90605743,American Robin,amerob,EBIRD_ATL_NY,OS,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Yellow-rumped Warbler,myrwar,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Golden-crowned Kinglet,gockin,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Blackburnian Warbler,bkbwar,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Nashville Warbler,naswar,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Red-eyed Vireo,reevir1,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Blue-headed Vireo,buhvir,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Common Yellowthroat,comyel,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Least Flycatcher,leafly,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Ovenbird,ovenbi1,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Black-capped Chickadee,bkcchi,EBIRD_ATL_NY,OS,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605743,Yellow-throated Vireo,yetvir,EBIRD_ATL_NY,S1,C2,44.559042,-74.772076,2021-06-22 12:13,USER531549,0.233,1,44074E7CE,US-NY,0
S90605994,Mallard,mallar3,EBIRD_ATL_NY,FL,C4,43.0939756,-78.8670194,2021-06-22 14:30,USER15309,0.317,1,43078A7NW,US-NY,0
S90605994,Barn Swallow,barswa,EBIRD_ATL_NY,NY,C4,43.0939756,-78.8670194,2021-06-22 14:30,USER15309,0.317,1,43078A7NW,US-NY,0
S90606027,Wild Turkey,wiltur,EBIRD_ATL_NY,FL,C4,44.224714,-74.817772,2021-06-22 14:50,USER1121790,,0,44074B7NW,US-NY,0
S90606041,Red-tailed Hawk,rethaw,EBIRD_ATL_NY,OS,C2,43.10884,-78.88623,2021-06-22 14:50,USER15309,0.017,1,43078A8NE,US-NY,0
S90606154,Scarlet Tanager,scatan,EBIRD_ATL_NY,S1,C2,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Yellow Warbler,yelwar,EBIRD_ATL_NY,AB,C3,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Northern Cardinal,norcar,EBIRD_ATL_NY,S1,C2,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,American Redstart,amered,EBIRD_ATL_NY,FR,C4,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Indigo Bunting,indbun,EBIRD_ATL_NY,S1,C2,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Chipping Sparrow,chispa,EBIRD_ATL_NY,S1,C2,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Song Sparrow,sonspa,EBIRD_ATL_NY,S1,C2,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Hooded Warbler,hoowar,EBIRD_ATL_NY,AB,C3,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Northern Rough-winged Swallow,nrwswa,EBIRD_ATL_NY,FS,C4,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Gray Catbird,grycat,EBIRD_ATL_NY,FR,C4,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Chestnut-sided Warbler,chswar,EBIRD_ATL_NY,S1,C2,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606154,Cedar Waxwing,cedwax,EBIRD_ATL_NY,CC,C3,42.6644741,-77.0023155,2021-06-22 13:30,USER295181,0.917,1,42077F1SE,US-NY,0
S90606145,Red-headed Woodpecker,rehwoo,EBIRD_ATL_NY,PO,C3,42.544908,-76.661913,2021-06-22 14:48,USER1409056,0.083,0,42076E6CE,US-NY,0
S90606211,Barn Swallow,barswa,EBIRD_ATL_NY,ON,C4,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Brown-headed Cowbird,bnhcow,EBIRD_ATL_NY,S7,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Northern Cardinal,norcar,EBIRD_ATL_NY,S7,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Chipping Sparrow,chispa,EBIRD_ATL_NY,S1,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Yellow Warbler,yelwar,EBIRD_ATL_NY,S7,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,American Crow,amecro,EBIRD_ATL_NY,OS,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,House Wren,houwre,EBIRD_ATL_NY,S1,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Red-bellied Woodpecker,rebwoo,EBIRD_ATL_NY,OS,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,House Finch,houfin,EBIRD_ATL_NY,S7,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Turkey Vulture,turvul,EBIRD_ATL_NY,FO,C1,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Killdeer,killde,EBIRD_ATL_NY,OS,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Common Yellowthroat,comyel,EBIRD_ATL_NY,AB,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Rose-breasted Grosbeak,robgro,EBIRD_ATL_NY,S1,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Spotted Sandpiper,sposan,EBIRD_ATL_NY,OS,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,American Redstart,amered,EBIRD_ATL_NY,S1,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Gray Catbird,grycat,EBIRD_ATL_NY,AB,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Warbling Vireo,warvir,EBIRD_ATL_NY,S1,C2,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
S90606211,Song Sparrow,sonspa,EBIRD_ATL_NY,S7,C3,43.1751822,-77.423701,2021-06-22 10:45,USER264863,1.5,1,43077B4CE,US-NY,0
