"block","proj_id","nocturnal_hours","block_effort","diurnal_hours"
"38075F7SW","EBIRD_ATL_MD_DC",0.284,3.235,2.951
"38076D4NW","EBIRD_ATL_MD_DC",0.167,3.218,3.051
"43077C6SE","EBIRD_ATL_MD_DC",0,3.184,3.184
"39076E4NE","EBIRD_ATL_MD_DC",0,3.167,3.167
"o38077E3SE","EBIRD_ATL_MD_DC",0.25,3.15,2.9
"39077F5SW","EBIRD_ATL_MD_DC",0,3.15,3.15
"38076H5SW","EBIRD_ATL_MD_DC",0,3.135,3.135
"38075F8SW","EBIRD_ATL_MD_DC",0.918,3.135,2.217
"o38078G2CE","EBIRD_ATL_MD_DC",0,3.133,3.133
"o39078A1CW","EBIRD_ATL_MD_DC",0,3.116,3.116
"39075E8SE","EBIRD_ATL_MD_DC",0,3.086,3.086
"4308841CE","EBIRD_ATL_MD_DC",0,3.084,3.084
"39075B8NE","EBIRD_ATL_MD_DC",0,3.067,3.067
"39076C1NW","EBIRD_ATL_MD_DC",0,3.05,3.05
"38076H5NW","EBIRD_ATL_MD_DC",0.167,3.049,2.882
"o36076H1SE","EBIRD_ATL_MD_DC",0,3.033,3.033
"43073G7SE","EBIRD_ATL_MD_DC",0,3.033,3.033
"39078E5CW","EBIRD_ATL_MD_DC",0.167,3.019,2.852
"39075D8SE","EBIRD_ATL_MD_DC",0,3,3
"38075C6SW","EBIRD_ATL_MD_DC",0.084,2.985,2.901
"39078F7CW","EBIRD_ATL_MD_DC",0,2.983,2.983
"37075H7NW","EBIRD_ATL_MD_DC",0,2.969,2.969
"38075A6NW","EBIRD_ATL_MD_DC",0.334,2.969,2.635
"38075B6CW","EBIRD_ATL_MD_DC",0.167,2.952,2.785
"38076H5CW","EBIRD_ATL_MD_DC",0,2.933,2.933
"o37076A3SE","EBIRD_ATL_MD_DC",0,2.933,2.933
"o38077H6CE","EBIRD_ATL_MD_DC",0,2.933,2.933
"o38077E4NE","EBIRD_ATL_MD_DC",0,2.917,2.917
"38075H7CW","EBIRD_ATL_MD_DC",0,2.917,2.917
"38075E6SW","EBIRD_ATL_MD_DC",0.367,2.899,2.532
"o38078A5SE","EBIRD_ATL_MD_DC",0,2.884,2.884
"38075A7NE","EBIRD_ATL_MD_DC",0.933,2.868,1.935
"38075B6NE","EBIRD_ATL_MD_DC",0,2.867,2.867
"35075G5CE","EBIRD_ATL_MD_DC",0,2.866,2.866
"o38077F4CW","EBIRD_ATL_MD_DC",0,2.866,2.866
"4308747NW","EBIRD_ATL_MD_DC",0,2.833,2.833
"40073F5CE","EBIRD_ATL_MD_DC",0,2.817,2.817
"o37076B6CE","EBIRD_ATL_MD_DC",0,2.767,2.767
"39078E5CE","EBIRD_ATL_MD_DC",0,2.75,2.75
"38076B4CW","EBIRD_ATL_MD_DC",0.334,2.75,2.416
"39077F5CW","EBIRD_ATL_MD_DC",0,2.735,2.735
"38075D4SW","EBIRD_ATL_MD_DC",0.334,2.734,2.4
"o38077H4SW","EBIRD_ATL_MD_DC",0,2.734,2.734
"o38078F4NW","EBIRD_ATL_MD_DC",0,2.734,2.734
"38075G6NW","EBIRD_ATL_MD_DC",0,2.734,2.734
"38075D4CW","EBIRD_ATL_MD_DC",0,2.733,2.733
"o38077H3NE","EBIRD_ATL_MD_DC",0,2.717,2.717
"39078D8CW","EBIRD_ATL_MD_DC",0,2.7,2.7
"38075D4CE","EBIRD_ATL_MD_DC",0,2.7,2.7
"39078E8CE","EBIRD_ATL_MD_DC",0,2.7,2.7
"39078E8SE","EBIRD_ATL_MD_DC",0,2.683,2.683
"38075B2CW","EBIRD_ATL_MD_DC",0,2.666,2.666
"42076D4NW","EBIRD_ATL_MD_DC",0,2.65,2.65
"39077E7CE","EBIRD_ATL_MD_DC",0,2.633,2.633
"38075C7CE","EBIRD_ATL_MD_DC",0.067,2.633,2.566
"39079E1NE","EBIRD_ATL_MD_DC",0.033,2.617,2.584
"38075C6SE","EBIRD_ATL_MD_DC",0,2.617,2.617
"o38077F1NW","EBIRD_ATL_MD_DC",0,2.6,2.6
"40073F8SW","EBIRD_ATL_MD_DC",0,2.583,2.583
"39075B8SE","EBIRD_ATL_MD_DC",0,2.552,2.552
"38076H6SE","EBIRD_ATL_MD_DC",0,2.55,2.55
"39075F7SW","EBIRD_ATL_MD_DC",0.017,2.501,2.484
"39075A8NW","EBIRD_ATL_MD_DC",0,2.5,2.5
"o38077F4SE","EBIRD_ATL_MD_DC",0,2.5,2.5
"35080A1CW","EBIRD_ATL_MD_DC",0,2.5,2.5
"o38077F3CE","EBIRD_ATL_MD_DC",0,2.5,2.5
"38076B5NW","EBIRD_ATL_MD_DC",0.15,2.483,2.333
"38075D6SW","EBIRD_ATL_MD_DC",0.283,2.483,2.2
"39075D8CE","EBIRD_ATL_MD_DC",0,2.468,2.468
"o37076C1CE","EBIRD_ATL_MD_DC",0,2.45,2.45
"o39078A4NW","EBIRD_ATL_MD_DC",0,2.45,2.45
"39077F5NW","EBIRD_ATL_MD_DC",0,2.45,2.45
"38076B5SE","EBIRD_ATL_MD_DC",0,2.434,2.434
"38075A6CW","EBIRD_ATL_MD_DC",0,2.418,2.418
"39078F1SW","EBIRD_ATL_MD_DC",0,2.416,2.416
"38075B5CW","EBIRD_ATL_MD_DC",0.668,2.386,1.718
"o37076F3SW","EBIRD_ATL_MD_DC",0,2.383,2.383
"40073G8SW","EBIRD_ATL_MD_DC",0,2.383,2.383
"o38077H5NE","EBIRD_ATL_MD_DC",0,2.367,2.367
"38075B8NW","EBIRD_ATL_MD_DC",0,2.367,2.367
"39079C3CE","EBIRD_ATL_MD_DC",0,2.35,2.35
"39075A7SE","EBIRD_ATL_MD_DC",0,2.349,2.349
"39076C2NE","EBIRD_ATL_MD_DC",0,2.334,2.334
"43070E3SW","EBIRD_ATL_MD_DC",0,2.333,2.333
"o38077F2CW","EBIRD_ATL_MD_DC",0,2.317,2.317
"43073F7CW","EBIRD_ATL_MD_DC",0,2.317,2.317
"4308841SE","EBIRD_ATL_MD_DC",0,2.316,2.316
"42078H2NW","EBIRD_ATL_MD_DC",0,2.3,2.3
"38076G6NE","EBIRD_ATL_MD_DC",0,2.3,2.3
"39078E3NE","EBIRD_ATL_MD_DC",0,2.299,2.299
"38076G5CW","EBIRD_ATL_MD_DC",0,2.267,2.267
"38076B1NW","EBIRD_ATL_MD_DC",0,2.233,2.233
"38075B7NE","EBIRD_ATL_MD_DC",0.534,2.202,1.668
"o39077A7NE","EBIRD_ATL_MD_DC",0,2.2,2.2
"38076H4NE","EBIRD_ATL_MD_DC",0,2.167,2.167
"38075A2NW","EBIRD_ATL_MD_DC",0,2.151,2.151
"38075H7CE","EBIRD_ATL_MD_DC",0,2.15,2.15
"39078F8NE","EBIRD_ATL_MD_DC",0,2.134,2.134
"39075E7CE","EBIRD_ATL_MD_DC",0,2.134,2.134
"39076C2CE","EBIRD_ATL_MD_DC",0,2.134,2.134
"39077F6NE","EBIRD_ATL_MD_DC",0,2.117,2.117
"39075F7CE","EBIRD_ATL_MD_DC",0,2.1,2.1
"39078F2NE","EBIRD_ATL_MD_DC",0,2.084,2.084
"38076D6CE","EBIRD_ATL_MD_DC",0,2.083,2.083
"43070D6SE","EBIRD_ATL_MD_DC",0,2.083,2.083
"39075A7NW","EBIRD_ATL_MD_DC",0,2.069,2.069
"38075B7NW","EBIRD_ATL_MD_DC",0,2.067,2.067
"38076C6NE","EBIRD_ATL_MD_DC",0,2.067,2.067
"39075B7NW","EBIRD_ATL_MD_DC",0,2.051,2.051
"39079C3NW","EBIRD_ATL_MD_DC",0.083,2.033,1.95
"37075H8NE","EBIRD_ATL_MD_DC",0,2,2
"44068B3NE","EBIRD_ATL_MD_DC",0,2,2
"o38078B7SE","EBIRD_ATL_MD_DC",0,2,2
"38076D5SW","EBIRD_ATL_MD_DC",0,1.999,1.999
"38075D4SE","EBIRD_ATL_MD_DC",0.083,1.984,1.901
"42076E6CE","EBIRD_ATL_MD_DC",0,1.967,1.967
"o37075H6SE","EBIRD_ATL_MD_DC",0,1.95,1.95
"38076C2SW","EBIRD_ATL_MD_DC",0,1.95,1.95
"o38077H3SW","EBIRD_ATL_MD_DC",0,1.933,1.933
"44068C2CW","EBIRD_ATL_MD_DC",0,1.933,1.933
"38075F6CW","EBIRD_ATL_MD_DC",0,1.918,1.918
"o38077G2NW","EBIRD_ATL_MD_DC",0,1.917,1.917
"39075D8CW","EBIRD_ATL_MD_DC",0,1.884,1.884
"39078F6SE","EBIRD_ATL_MD_DC",0.433,1.85,1.417
"38076G2CW","EBIRD_ATL_MD_DC",0,1.85,1.85
"o39077B7SW","EBIRD_ATL_MD_DC",0,1.85,1.85
"o37075G5SW","EBIRD_ATL_MD_DC",0,1.85,1.85
"39076B3SE","EBIRD_ATL_MD_DC",0,1.85,1.85
"o38077G2NE","EBIRD_ATL_MD_DC",0,1.833,1.833
"39075C7SW","EBIRD_ATL_MD_DC",0,1.785,1.785
"39077F8SW","EBIRD_ATL_MD_DC",0,1.767,1.767
"39079D2SE","EBIRD_ATL_MD_DC",0,1.75,1.75
"39078F3NE","EBIRD_ATL_MD_DC",0,1.75,1.75
"39076F1NW","EBIRD_ATL_MD_DC",0,1.749,1.749
"38076F7CW","EBIRD_ATL_MD_DC",0,1.734,1.734
"39075D8NE","EBIRD_ATL_MD_DC",0,1.734,1.734
"40073G2SE","EBIRD_ATL_MD_DC",0,1.717,1.717
"39075A7CW","EBIRD_ATL_MD_DC",0,1.717,1.717
"43077B5NE","EBIRD_ATL_MD_DC",0,1.7,1.7
"43077B5SE","EBIRD_ATL_MD_DC",0,1.7,1.7
"39075C7NW","EBIRD_ATL_MD_DC",0,1.7,1.7
"35075G5NW","EBIRD_ATL_MD_DC",0,1.683,1.683
"39078F6NW","EBIRD_ATL_MD_DC",0,1.683,1.683
"38076C7NE","EBIRD_ATL_MD_DC",0,1.667,1.667
"39076C1SE","EBIRD_ATL_MD_DC",0,1.667,1.667
"38075A5NW","EBIRD_ATL_MD_DC",0,1.667,1.667
"38076A1NW","EBIRD_ATL_MD_DC",0,1.667,1.667
"38076C6NW","EBIRD_ATL_MD_DC",0,1.666,1.666
"44068C4NE","EBIRD_ATL_MD_DC",0,1.65,1.65
"35078G6NE","EBIRD_ATL_MD_DC",0,1.65,1.65
"4308747NE","EBIRD_ATL_MD_DC",0,1.65,1.65
"o38078F7NW","EBIRD_ATL_MD_DC",0,1.65,1.65
"39078F5NE","EBIRD_ATL_MD_DC",0,1.635,1.635
"38075B7CE","EBIRD_ATL_MD_DC",0.05,1.617,1.567
"39077F7NW","EBIRD_ATL_MD_DC",0,1.601,1.601
"39078F5SW","EBIRD_ATL_MD_DC",0,1.584,1.584
"o38078A2SW","EBIRD_ATL_MD_DC",0,1.583,1.583
"o38077G3NE","EBIRD_ATL_MD_DC",0,1.583,1.583
"38075B6CE","EBIRD_ATL_MD_DC",0.05,1.567,1.517
"39078F5CW","EBIRD_ATL_MD_DC",0,1.567,1.567
"o39077A5SE","EBIRD_ATL_MD_DC",0,1.55,1.55
"o38077B2CW","EBIRD_ATL_MD_DC",0,1.55,1.55
"44068C3NW","EBIRD_ATL_MD_DC",0,1.533,1.533
"39077F8SE","EBIRD_ATL_MD_DC",0,1.518,1.518
"40073F6CE","EBIRD_ATL_MD_DC",0,1.5,1.5
"o38077G2CW","EBIRD_ATL_MD_DC",0,1.5,1.5
"38076E3SW","EBIRD_ATL_MD_DC",0,1.5,1.5
"41074D6SW","EBIRD_ATL_MD_DC",0,1.5,1.5
"42076D5SE","EBIRD_ATL_MD_DC",0,1.5,1.5
"o38078F4CW","EBIRD_ATL_MD_DC",0,1.484,1.484
"o37080B4NW","EBIRD_ATL_MD_DC",0,1.483,1.483
"44068B3NW","EBIRD_ATL_MD_DC",0,1.467,1.467
"38075B2SW","EBIRD_ATL_MD_DC",0,1.45,1.45
"39077F7CW","EBIRD_ATL_MD_DC",0,1.433,1.433
"38075D6NW","EBIRD_ATL_MD_DC",0.668,1.418,0.75
"40073E7NW","EBIRD_ATL_MD_DC",0,1.417,1.417
"39077E8CE","EBIRD_ATL_MD_DC",0,1.385,1.385
"38076G6CE","EBIRD_ATL_MD_DC",0,1.368,1.368
"39076B3CE","EBIRD_ATL_MD_DC",0,1.334,1.334
"o38078A4SW","EBIRD_ATL_MD_DC",0,1.334,1.334
"o38078D5SE","EBIRD_ATL_MD_DC",0,1.333,1.333
"o39077B5NE","EBIRD_ATL_MD_DC",0,1.333,1.333
"39078F4NE","EBIRD_ATL_MD_DC",0,1.3,1.3
"33078H3CW","EBIRD_ATL_MD_DC",0,1.284,1.284
"o39077B7SE","EBIRD_ATL_MD_DC",0,1.284,1.284
"39075A8NE","EBIRD_ATL_MD_DC",0,1.268,1.268
"39077F7CE","EBIRD_ATL_MD_DC",0,1.267,1.267
"o37075H4SE","EBIRD_ATL_MD_DC",0,1.267,1.267
"39077E6SW","EBIRD_ATL_MD_DC",0,1.266,1.266
"38076G1NE","EBIRD_ATL_MD_DC",0,1.252,1.252
"38075A7SE","EBIRD_ATL_MD_DC",0,1.252,1.252
"38075F7CW","EBIRD_ATL_MD_DC",0,1.251,1.251
"43070A6NE","EBIRD_ATL_MD_DC",0,1.25,1.25
"39079D1NE","EBIRD_ATL_MD_DC",0,1.25,1.25
"41074D6CW","EBIRD_ATL_MD_DC",0,1.25,1.25
"38075B6SW","EBIRD_ATL_MD_DC",0,1.25,1.25
"38076D6SW","EBIRD_ATL_MD_DC",0,1.234,1.234
"o38076B7SW","EBIRD_ATL_MD_DC",0,1.233,1.233
"39077F7SE","EBIRD_ATL_MD_DC",0,1.2,1.2
"o38077H2SW","EBIRD_ATL_MD_DC",0,1.184,1.184
"38075F6SW","EBIRD_ATL_MD_DC",0,1.184,1.184
"4308757SE","EBIRD_ATL_MD_DC",0,1.183,1.183
"38075A2CW","EBIRD_ATL_MD_DC",0,1.168,1.168
"o37075G4NE","EBIRD_ATL_MD_DC",0,1.167,1.167
"35076A3SW","EBIRD_ATL_MD_DC",0,1.15,1.15
"42076H6NW","EBIRD_ATL_MD_DC",0,1.15,1.15
"35075G7NW","EBIRD_ATL_MD_DC",0,1.133,1.133
"o39078C2CW","EBIRD_ATL_MD_DC",0,1.1,1.1
"o39078A2NE","EBIRD_ATL_MD_DC",0,1.1,1.1
"o38078G3SE","EBIRD_ATL_MD_DC",0,1.084,1.084
"44068C4CE","EBIRD_ATL_MD_DC",0,1.083,1.083
"38075G6CW","EBIRD_ATL_MD_DC",0,1.067,1.067
"40074F1NE","EBIRD_ATL_MD_DC",0,1.05,1.05
"40073E8NE","EBIRD_ATL_MD_DC",0,1.034,1.034
"38075E6NW","EBIRD_ATL_MD_DC",0,1.034,1.034
"o37076D3SE","EBIRD_ATL_MD_DC",0,1.033,1.033
"34076F6CW","EBIRD_ATL_MD_DC",0,1.017,1.017
"38075A6CE","EBIRD_ATL_MD_DC",0,1.017,1.017
"o38075A3SE","EBIRD_ATL_MD_DC",0,1,1
"41071A8CW","EBIRD_ATL_MD_DC",0,1,1
"o38077E3NW","EBIRD_ATL_MD_DC",0,1,1
"o38078G1SE","EBIRD_ATL_MD_DC",0,1,1
"38076E3SE","EBIRD_ATL_MD_DC",0,0.983,0.983
"35075H6CW","EBIRD_ATL_MD_DC",0,0.967,0.967
"39078E5NE","EBIRD_ATL_MD_DC",0,0.967,0.967
"39075D7NW","EBIRD_ATL_MD_DC",0,0.952,0.952
"o38077G2SE","EBIRD_ATL_MD_DC",0,0.95,0.95
"o36077H1NE","EBIRD_ATL_MD_DC",0,0.933,0.933
"o38078E4SE","EBIRD_ATL_MD_DC",0,0.917,0.917
"35075G5SE","EBIRD_ATL_MD_DC",0,0.9,0.9
"37075H8NW","EBIRD_ATL_MD_DC",0,0.9,0.9
"38075B5NW","EBIRD_ATL_MD_DC",0.65,0.867,0.217
"39077F6NW","EBIRD_ATL_MD_DC",0,0.867,0.867
"38075B6SE","EBIRD_ATL_MD_DC",0.367,0.867,0.5
"38075E8NE","EBIRD_ATL_MD_DC",0,0.866,0.866
"38076C7CE","EBIRD_ATL_MD_DC",0,0.85,0.85
"o37079A5SE","EBIRD_ATL_MD_DC",0.817,0.817,0
"38075F8SE","EBIRD_ATL_MD_DC",0,0.817,0.817
"39077F7SW","EBIRD_ATL_MD_DC",0,0.817,0.817
"o38078A7SW","EBIRD_ATL_MD_DC",0,0.8,0.8
"o38077G4NE","EBIRD_ATL_MD_DC",0,0.8,0.8
"39076F3NW","EBIRD_ATL_MD_DC",0,0.8,0.8
"o37075E7SE","EBIRD_ATL_MD_DC",0,0.783,0.783
"o38077F2SE","EBIRD_ATL_MD_DC",0,0.783,0.783
"38076B1CW","EBIRD_ATL_MD_DC",0,0.767,0.767
"35082E8SW","EBIRD_ATL_MD_DC",0,0.767,0.767
"35077A3CW","EBIRD_ATL_MD_DC",0.217,0.75,0.533
"39079E1SE","EBIRD_ATL_MD_DC",0,0.75,0.75
"38076F8CE","EBIRD_ATL_MD_DC",0,0.734,0.734
"34077B8NW","EBIRD_ATL_MD_DC",0,0.734,0.734
"o37075C8CE","EBIRD_ATL_MD_DC",0,0.733,0.733
"38075A8SE","EBIRD_ATL_MD_DC",0,0.733,0.733
"38075A2NE","EBIRD_ATL_MD_DC",0,0.718,0.718
"o38078F2NE","EBIRD_ATL_MD_DC",0,0.717,0.717
"38076B5CW","EBIRD_ATL_MD_DC",0,0.717,0.717
"40073E5NW","EBIRD_ATL_MD_DC",0,0.7,0.7
"38076B4SW","EBIRD_ATL_MD_DC",0,0.684,0.684
"45068G8SW","EBIRD_ATL_MD_DC",0,0.683,0.683
"o38075A2SW","EBIRD_ATL_MD_DC",0,0.667,0.667
"38076D7SW","EBIRD_ATL_MD_DC",0,0.667,0.667
"41074E5SE","EBIRD_ATL_MD_DC",0,0.667,0.667
"o38077D1SW","EBIRD_ATL_MD_DC",0,0.667,0.667
"38075G7SW","EBIRD_ATL_MD_DC",0,0.651,0.651
"38075B7SW","EBIRD_ATL_MD_DC",0,0.65,0.65
"34078A3CE","EBIRD_ATL_MD_DC",0,0.65,0.65
"40072H3CE","EBIRD_ATL_MD_DC",0,0.65,0.65
"39077F8NE","EBIRD_ATL_MD_DC",0,0.65,0.65
"34076H8NW","EBIRD_ATL_MD_DC",0,0.65,0.65
"38075A6NE","EBIRD_ATL_MD_DC",0.134,0.634,0.5
"o38077F4SW","EBIRD_ATL_MD_DC",0,0.633,0.633
"o38077G7NW","EBIRD_ATL_MD_DC",0,0.617,0.617
"37075H7NE","EBIRD_ATL_MD_DC",0,0.617,0.617
"41074C6CE","EBIRD_ATL_MD_DC",0,0.6,0.6
"38075B7SE","EBIRD_ATL_MD_DC",0.083,0.584,0.501
"38075H6NW","EBIRD_ATL_MD_DC",0,0.584,0.584
"39076F4NW","EBIRD_ATL_MD_DC",0,0.583,0.583
"o37075H4CW","EBIRD_ATL_MD_DC",0,0.583,0.583
"41072B3SE","EBIRD_ATL_MD_DC",0,0.55,0.55
"39077F7NE","EBIRD_ATL_MD_DC",0,0.55,0.55
"38076C7SE","EBIRD_ATL_MD_DC",0,0.55,0.55
"39075F8SE","EBIRD_ATL_MD_DC",0,0.55,0.55
"40073E8CE","EBIRD_ATL_MD_DC",0,0.55,0.55
"o38078F5SE","EBIRD_ATL_MD_DC",0,0.534,0.534
"39075F8NW","EBIRD_ATL_MD_DC",0,0.533,0.533
"44073C8SW","EBIRD_ATL_MD_DC",0,0.517,0.517
"35075G7CW","EBIRD_ATL_MD_DC",0,0.5,0.5
"35075H5SW","EBIRD_ATL_MD_DC",0,0.5,0.5
"39075D7SE","EBIRD_ATL_MD_DC",0,0.5,0.5
"o37077E4NE","EBIRD_ATL_MD_DC",0,0.5,0.5
"o37076D3CE","EBIRD_ATL_MD_DC",0,0.5,0.5
"4308748NW","EBIRD_ATL_MD_DC",0,0.5,0.5
"o38079A8SE","EBIRD_ATL_MD_DC",0,0.5,0.5
"41073G8CW","EBIRD_ATL_MD_DC",0,0.483,0.483
"39075A7NE","EBIRD_ATL_MD_DC",0,0.483,0.483
"38076D6CW","EBIRD_ATL_MD_DC",0,0.483,0.483
"40073F5SW","EBIRD_ATL_MD_DC",0,0.467,0.467
"38075D8CW","EBIRD_ATL_MD_DC",0.417,0.45,0.033
"o39077A5NW","EBIRD_ATL_MD_DC",0,0.45,0.45
"o36075G8CW","EBIRD_ATL_MD_DC",0,0.45,0.45
"o37076B7NE","EBIRD_ATL_MD_DC",0,0.434,0.434
"o38077H7NW","EBIRD_ATL_MD_DC",0,0.433,0.433
"o37075G5NE","EBIRD_ATL_MD_DC",0,0.433,0.433
"o38079A6CW","EBIRD_ATL_MD_DC",0,0.417,0.417
"o36080H7NW","EBIRD_ATL_MD_DC",0,0.417,0.417
"o37078H7SW","EBIRD_ATL_MD_DC",0,0.417,0.417
"38076C7NW","EBIRD_ATL_MD_DC",0,0.417,0.417
"39077E6CW","EBIRD_ATL_MD_DC",0,0.417,0.417
"o38078B6NE","EBIRD_ATL_MD_DC",0,0.417,0.417
"o37079A3NE","EBIRD_ATL_MD_DC",0,0.417,0.417
"38076F2NE","EBIRD_ATL_MD_DC",0,0.4,0.4
"35075B5NW","EBIRD_ATL_MD_DC",0,0.4,0.4
"35075F4CW","EBIRD_ATL_MD_DC",0,0.4,0.4
"o37078H8SW","EBIRD_ATL_MD_DC",0,0.4,0.4
"39076F4NE","EBIRD_ATL_MD_DC",0,0.384,0.384
"39076F3NE","EBIRD_ATL_MD_DC",0,0.383,0.383
"o38078G1NW","EBIRD_ATL_MD_DC",0,0.383,0.383
"o37079G1NW","EBIRD_ATL_MD_DC",0,0.383,0.383
"34077B7NE","EBIRD_ATL_MD_DC",0,0.367,0.367
"44068C3SE","EBIRD_ATL_MD_DC",0,0.367,0.367
"o37079H7NW","EBIRD_ATL_MD_DC",0,0.333,0.333
"39075F8NE","EBIRD_ATL_MD_DC",0,0.333,0.333
"35075B6NW","EBIRD_ATL_MD_DC",0,0.333,0.333
"4208982NW","EBIRD_ATL_MD_DC",0,0.333,0.333
"o38077E7NW","EBIRD_ATL_MD_DC",0.25,0.333,0.083
"39076D1NE","EBIRD_ATL_MD_DC",0,0.301,0.301
"o37075H6CW","EBIRD_ATL_MD_DC",0,0.3,0.3
"39076D1SE","EBIRD_ATL_MD_DC",0,0.3,0.3
"40072G6CE","EBIRD_ATL_MD_DC",0,0.284,0.284
"o38079A8SW","EBIRD_ATL_MD_DC",0,0.283,0.283
"35082D3NW","EBIRD_ATL_MD_DC",0,0.283,0.283
"o38077C5CE","EBIRD_ATL_MD_DC",0,0.267,0.267
"o38077D3SW","EBIRD_ATL_MD_DC",0,0.267,0.267
"39075D7NE","EBIRD_ATL_MD_DC",0,0.266,0.266
"35075E4CW","EBIRD_ATL_MD_DC",0,0.25,0.25
"39078F7NW","EBIRD_ATL_MD_DC",0,0.25,0.25
"39075A6CW","EBIRD_ATL_MD_DC",0,0.25,0.25
"35075C5NE","EBIRD_ATL_MD_DC",0,0.25,0.25
"38075G7SE","EBIRD_ATL_MD_DC",0,0.25,0.25
"4308738CW","EBIRD_ATL_MD_DC",0,0.25,0.25
"o38078E7NE","EBIRD_ATL_MD_DC",0,0.25,0.25
"o37078H8CE","EBIRD_ATL_MD_DC",0,0.25,0.25
"o39077A7NW","EBIRD_ATL_MD_DC",0,0.25,0.25
"38076B1SE","EBIRD_ATL_MD_DC",0,0.25,0.25
"36082B1SE","EBIRD_ATL_MD_DC",0,0.25,0.25
"41074D6SE","EBIRD_ATL_MD_DC",0,0.25,0.25
"36075A6CW","EBIRD_ATL_MD_DC",0,0.25,0.25
"39076E1SE","EBIRD_ATL_MD_DC",0,0.234,0.234
"35075C5CE","EBIRD_ATL_MD_DC",0,0.233,0.233
"39076F5NE","EBIRD_ATL_MD_DC",0,0.233,0.233
"34077F1CW","EBIRD_ATL_MD_DC",0,0.233,0.233
"o38077G6CE","EBIRD_ATL_MD_DC",0,0.233,0.233
"40073F8NW","EBIRD_ATL_MD_DC",0,0.233,0.233
"o37075D7NW","EBIRD_ATL_MD_DC",0,0.217,0.217
"40073F4CW","EBIRD_ATL_MD_DC",0,0.2,0.2
"42077B1CW","EBIRD_ATL_MD_DC",0,0.2,0.2
"o36076H3NE","EBIRD_ATL_MD_DC",0,0.2,0.2
"38075A8SW","EBIRD_ATL_MD_DC",0,0.183,0.183
"39075F8CE","EBIRD_ATL_MD_DC",0,0.183,0.183
"4208888SE","EBIRD_ATL_MD_DC",0,0.183,0.183
"39078D8NE","EBIRD_ATL_MD_DC",0,0.183,0.183
"o38077G3NW","EBIRD_ATL_MD_DC",0,0.167,0.167
"o38077H4CE","EBIRD_ATL_MD_DC",0,0.167,0.167
"4208888CE","EBIRD_ATL_MD_DC",0,0.133,0.133
"o39078B3CW","EBIRD_ATL_MD_DC",0,0.117,0.117
"o38077E3CW","EBIRD_ATL_MD_DC",0,0.117,0.117
"o38078F4SW","EBIRD_ATL_MD_DC",0,0.117,0.117
"33078H3SW","EBIRD_ATL_MD_DC",0,0.117,0.117
"35075H6NE","EBIRD_ATL_MD_DC",0,0.1,0.1
"35077A1NE","EBIRD_ATL_MD_DC",0,0.1,0.1
"4208887CW","EBIRD_ATL_MD_DC",0,0.1,0.1
"40073F5SE","EBIRD_ATL_MD_DC",0,0.084,0.084
"o37080B4NE","EBIRD_ATL_MD_DC",0,0.083,0.083
"44073C3CW","EBIRD_ATL_MD_DC",0,0.083,0.083
"o39077C6SE","EBIRD_ATL_MD_DC",0,0.083,0.083
"o38078H2CW","EBIRD_ATL_MD_DC",0,0.083,0.083
"o38076C8SW","EBIRD_ATL_MD_DC",0,0.083,0.083
"o38077B3NE","EBIRD_ATL_MD_DC",0,0.083,0.083
"4508964SE","EBIRD_ATL_MD_DC",0,0.083,0.083
"o37075A8NW","EBIRD_ATL_MD_DC",0,0.083,0.083
"o37075E5NW","EBIRD_ATL_MD_DC",0,0.067,0.067
"4508916NE","EBIRD_ATL_MD_DC",0,0.067,0.067
"o38077G2SW","EBIRD_ATL_MD_DC",0.067,0.067,0
"4208971NE","EBIRD_ATL_MD_DC",0,0.067,0.067
"o36076H1CW","EBIRD_ATL_MD_DC",0,0.05,0.05
"38075D8SW","EBIRD_ATL_MD_DC",0.05,0.05,0
"40073H7NW","EBIRD_ATL_MD_DC",0,0.05,0.05
"41073A8CE","EBIRD_ATL_MD_DC",0,0.05,0.05
"4508973CW","EBIRD_ATL_MD_DC",0,0.05,0.05
"41073A8NW","EBIRD_ATL_MD_DC",0,0.034,0.034
"41074B2CE","EBIRD_ATL_MD_DC",0,0.033,0.033
"41073A6SW","EBIRD_ATL_MD_DC",0,0.033,0.033
"43070A6NW","EBIRD_ATL_MD_DC",0,0.033,0.033
"42076G6CW","EBIRD_ATL_MD_DC",0,0.033,0.033
"4608912NW","EBIRD_ATL_MD_DC",0,0.033,0.033
"o39077C6SW","EBIRD_ATL_MD_DC",0,0.033,0.033
"40073H8SE","EBIRD_ATL_MD_DC",0,0.033,0.033
"o38076B8NW","EBIRD_ATL_MD_DC",0,0.033,0.033
"41073A6SE","EBIRD_ATL_MD_DC",0,0.017,0.017
"41074A1NE","EBIRD_ATL_MD_DC",0,0.017,0.017
"35075E4CW","EBIRD_ATL_NC",0.767,209.168,208.401
"36079A1SE","EBIRD_ATL_NC",1.568,195.067,193.499
"36078A8CW","EBIRD_ATL_NC",2.169,195.022,192.853
"35082E5CW","EBIRD_ATL_NC",0,146.564,146.564
"35079H1SE","EBIRD_ATL_NC",0.033,145.773,145.74
"36081B6SW","EBIRD_ATL_NC",1.15,130.916,129.766
"35082F5NW","EBIRD_ATL_NC",0,127.987,127.987
"36081B7NE","EBIRD_ATL_NC",0.616,125.622,125.006
