atlas_block,priority,state
35079D8NW,no,North Carolina
35079D8NE,no,North Carolina
35079E1SW,no,North Carolina
35079E1SE,yes,North Carolina
35079E1CW,no,North Carolina
35079E1CE,no,North Carolina
35079E1NW,no,North Carolina
35079E1NE,no,North Carolina
35079E2SW,no,North Carolina
35079E2SE,yes,North Carolina
35079E2CW,no,North Carolina
35079E2CE,no,North Carolina
35079E2NW,no,North Carolina
35079E2NE,no,North Carolina
35079E3SW,no,North Carolina
35079E3SE,yes,North Carolina
35079E3CW,no,North Carolina
35079E3CE,no,North Carolina
35079E3NW,no,North Carolina
35079E3NE,no,North Carolina
35079E4SW,no,North Carolina
35079E4SE,yes,North Carolina
35079E4CW,no,North Carolina
35079E4CE,no,North Carolina
35079E4NW,no,North Carolina
35079E4NE,no,North Carolina
35079E5SW,no,North Carolina
35079E5SE,yes,North Carolina
35079E5CW,no,North Carolina
35079E5CE,no,North Carolina
35079E5NW,no,North Carolina
35079E5NE,no,North Carolina
35079E6SW,no,North Carolina
35079E6SE,yes,North Carolina
35079E6CW,no,North Carolina
35079E6CE,no,North Carolina
35079E6NW,no,North Carolina
35079E6NE,no,North Carolina
35079E7SW,no,North Carolina
35079E7SE,yes,North Carolina
35079E7CW,no,North Carolina
35079E7CE,no,North Carolina
35079E7NW,no,North Carolina
35079E7NE,no,North Carolina
35079E8SW,no,North Carolina
35079E8SE,yes,North Carolina
35079E8CW,no,North Carolina
35079E8CE,no,North Carolina
35079E8NW,no,North Carolina
35079E8NE,no,North Carolina
35079F1SW,no,North Carolina
35079F1SE,yes,North Carolina
35079F1CW,no,North Carolina
35079F1CE,no,North Carolina
35079F1NW,no,North Carolina
35079F1NE,no,North Carolina
35079F2SW,no,North Carolina
35079F2SE,yes,North Carolina
35079F2CW,no,North Carolina
35079F2CE,no,North Carolina
35079F2NW,no,North Carolina
35079F2NE,no,North Carolina
35079F3SW,no,North Carolina
35079F3SE,yes,North Carolina
35079F3CW,no,North Carolina
35079F3CE,no,North Carolina
35079F3NW,no,North Carolina
35079F3NE,no,North Carolina
35079F4SW,no,North Carolina
35079F4SE,yes,North Carolina
35079F4CW,no,North Carolina
35079F4CE,no,North Carolina
35079F4NW,no,North Carolina
35079F4NE,no,North Carolina
35079F5SW,no,North Carolina
35079F5SE,yes,North Carolina
35079F5CW,no,North Carolina
35079F5CE,no,North Carolina
35079F5NW,no,North Carolina
35079F5NE,no,North Carolina
35079F6SW,no,North Carolina
35079F6SE,yes,North Carolina
35079F6CW,no,North Carolina
35079F6CE,no,North Carolina
35079F6NW,no,North Carolina
35079F6NE,no,North Carolina
35079F7SW,no,North Carolina
35079F7SE,yes,North Carolina
35079F7CW,no,North Carolina
35079F7CE,no,North Carolina
35079F7NW,no,North Carolina
35079F7NE,no,North Carolina
35079F8SW,no,North Carolina
35079F8SE,yes,North Carolina
35079F8CW,no,North Carolina
35079F8CE,no,North Carolina
35079F8NW,no,North Carolina
35079F8NE,no,North Carolina
35079G1SW,no,North Carolina
35079G1SE,yes,North Carolina
35079G1CW,no,North Carolina
35079G1CE,no,North Carolina
35079G1NW,no,North Carolina
35079G1NE,no,North Carolina
35079G2SW,no,North Carolina
35079G2SE,yes,North Carolina
35079G2CW,no,North Carolina
35079G2CE,no,North Carolina
35079G2NW,no,North Carolina
35079G2NE,no,North Carolina
35079G3SW,no,North Carolina
35079G3SE,yes,North Carolina
35079G3CW,no,North Carolina
35079G3CE,no,North Carolina
35079G3NW,no,North Carolina
35079G3NE,no,North Carolina
35079G4SW,no,North Carolina
35079G4SE,yes,North Carolina
35079G4CW,no,North Carolina
35079G4CE,no,North Carolina
35079G4NW,no,North Carolina
35079G4NE,no,North Carolina
35079G5SW,no,North Carolina
35079G5SE,yes,North Carolina
35079G5CW,no,North Carolina
35079G5CE,no,North Carolina
35082A8CE,no,North Carolina
35080H3SE,yes,North Carolina
35080H3CW,no,North Carolina
35080H3CE,no,North Carolina
35080H3NW,no,North Carolina
35082A8NW,no,North Carolina
35080H3NE,no,North Carolina
35080H4SW,no,North Carolina
35080H4SE,yes,North Carolina
35080H4CW,no,North Carolina
35080H4CE,no,North Carolina
35080H4NW,no,North Carolina
35080H4NE,no,North Carolina
35080H5SW,no,North Carolina
35080H5SE,yes,North Carolina
35080H5CW,no,North Carolina
35080H5CE,no,North Carolina
35080H5NW,no,North Carolina
35080H5NE,no,North Carolina
35080H6SW,no,North Carolina
35080H6SE,yes,North Carolina
35080H6CW,no,North Carolina
35080H6CE,no,North Carolina
35080H6NW,no,North Carolina
35080H6NE,no,North Carolina
35080H7SW,no,North Carolina
35080H7SE,yes,North Carolina
35080H7CW,no,North Carolina
35080H7CE,no,North Carolina
35080H7NW,no,North Carolina
35080H7NE,no,North Carolina
35080H8SW,no,North Carolina
35080H8SE,yes,North Carolina
35080H8CW,no,North Carolina
35080H8CE,no,North Carolina
35080H8NW,no,North Carolina
35080H8NE,no,North Carolina
35081A1CE,no,North Carolina
35081A1NE,no,North Carolina
35081B1SW,no,North Carolina
35081B1SE,no,North Carolina
35081B1CW,yes,North Carolina
35081B1CE,no,North Carolina
35081B1NW,no,North Carolina
35081B1NE,no,North Carolina
35081B2SW,no,North Carolina
35081B2SE,no,North Carolina
35081B2CW,yes,North Carolina
35081B2CE,no,North Carolina
35081B2NW,no,North Carolina
35081B2NE,no,North Carolina
35081B3SW,no,North Carolina
35081B3SE,no,North Carolina
35081B3CW,yes,North Carolina
35081B3CE,no,North Carolina
35081B3NW,no,North Carolina
35081B3NE,no,North Carolina
35081B4SE,no,North Carolina
35081B4CW,yes,North Carolina
35081B4CE,no,North Carolina
35081B4NW,no,North Carolina
35081B4NE,no,North Carolina
35081B5CW,no,North Carolina
35081B5CE,no,North Carolina
35081B5NW,yes,North Carolina
35081B5NE,no,North Carolina
35081B6CW,no,North Carolina
35081B6CE,no,North Carolina
35081B6NW,yes,North Carolina
35081B6NE,no,North Carolina
35081B7CW,no,North Carolina
35081B7CE,no,North Carolina
35081B7NW,yes,North Carolina
35081B7NE,no,North Carolina
35081B8CW,no,North Carolina
35081B8CE,no,North Carolina
35081B8NW,yes,North Carolina
35081B8NE,no,North Carolina
35081C1SW,no,North Carolina
35081C1SE,yes,North Carolina
35081C1CW,no,North Carolina
35081C1CE,no,North Carolina
35081C1NW,no,North Carolina
35081C1NE,no,North Carolina
35081C2SW,no,North Carolina
35081C2SE,yes,North Carolina
35081C2CW,no,North Carolina
35081C2CE,no,North Carolina
35081C2NW,no,North Carolina
35081C2NE,no,North Carolina
35081C3SW,no,North Carolina
35081C3SE,yes,North Carolina
35081C3CW,no,North Carolina
35081C3CE,no,North Carolina
35081C3NW,no,North Carolina
35081C3NE,no,North Carolina
35081C4SW,no,North Carolina
35081C4SE,yes,North Carolina
35081C4CW,no,North Carolina
35081C4CE,no,North Carolina
35081C4NW,no,North Carolina
35081C4NE,no,North Carolina
35081C5SW,no,North Carolina
35081C5SE,yes,North Carolina
35081C5CW,no,North Carolina
35081C5CE,no,North Carolina
35081C5NW,no,North Carolina
35081C5NE,no,North Carolina
35081C6SW,no,North Carolina
35081C6SE,yes,North Carolina
35081C6CW,no,North Carolina
35081C6CE,no,North Carolina
35081C6NW,no,North Carolina
35081C6NE,no,North Carolina
35081C7SW,no,North Carolina
35081C7SE,yes,North Carolina
35081C7CW,no,North Carolina
35081C7CE,no,North Carolina
35081C7NW,no,North Carolina
35081C7NE,no,North Carolina
35081C8SW,no,North Carolina
35081C8SE,yes,North Carolina
35081C8CW,no,North Carolina
35081C8CE,no,North Carolina
35081C8NW,no,North Carolina
35081C8NE,no,North Carolina
35081D1SW,no,North Carolina
35081D1SE,yes,North Carolina
35081D1CW,no,North Carolina
35081D1CE,no,North Carolina
35081D1NW,no,North Carolina
35081D1NE,no,North Carolina
35081D2SW,no,North Carolina
35081D2SE,yes,North Carolina
35081D2CW,no,North Carolina
35081D2CE,no,North Carolina
35081D2NW,no,North Carolina
35081D2NE,no,North Carolina
35081D3SW,no,North Carolina
35081D3SE,yes,North Carolina
35081D3CW,no,North Carolina
35081D3CE,no,North Carolina
35081D3NW,no,North Carolina
35081D3NE,no,North Carolina
35081D4SW,no,North Carolina
35081D4SE,yes,North Carolina
35081D4CW,no,North Carolina
35081D4CE,no,North Carolina
35081D4NW,no,North Carolina
35081D4NE,no,North Carolina
35081D5SW,no,North Carolina
35081D5SE,yes,North Carolina
35081D5CW,no,North Carolina
35081D5CE,no,North Carolina
35081D5NW,no,North Carolina
35081D5NE,no,North Carolina
35081D6SW,no,North Carolina
35081D6SE,yes,North Carolina
35081D6CW,no,North Carolina
35081D6CE,no,North Carolina
35081D6NW,no,North Carolina
35081D6NE,no,North Carolina
35081D7SW,no,North Carolina
35081D7SE,yes,North Carolina
35081D7CW,no,North Carolina
35081D7CE,no,North Carolina
35081D7NW,no,North Carolina
35081D7NE,no,North Carolina
35081D8SW,no,North Carolina
35081D8SE,yes,North Carolina
35081D8CW,no,North Carolina
35081D8CE,no,North Carolina
35081D8NW,no,North Carolina
35081D8NE,no,North Carolina
35081E1SW,no,North Carolina
35081E1SE,yes,North Carolina
35081E1CW,no,North Carolina
35081E1CE,no,North Carolina
35081E1NW,no,North Carolina
35081E1NE,no,North Carolina
35081E2SW,no,North Carolina
35081E2SE,yes,North Carolina
35081E2CW,no,North Carolina
35081E2CE,no,North Carolina
35081E2NW,no,North Carolina
35081E2NE,no,North Carolina
35081E3SW,no,North Carolina
35081E3SE,yes,North Carolina
35081E3CW,no,North Carolina
35081E3CE,no,North Carolina
35081E3NW,no,North Carolina
35081E3NE,no,North Carolina
35081E4SW,no,North Carolina
35081E4SE,yes,North Carolina
35081E4CW,no,North Carolina
35081E4CE,no,North Carolina
35081E4NW,no,North Carolina
35081E4NE,no,North Carolina
35081E5SW,no,North Carolina
35081E5SE,yes,North Carolina
35081E5CW,no,North Carolina
35081E5CE,no,North Carolina
35081E5NW,no,North Carolina
35081E5NE,no,North Carolina
35081E6SW,no,North Carolina
35081E6SE,yes,North Carolina
35081E6CW,no,North Carolina
35081E6CE,no,North Carolina
35081E6NW,no,North Carolina
35081E6NE,no,North Carolina
35081E7SW,no,North Carolina
35081E7SE,yes,North Carolina
35081E7CW,no,North Carolina
35081E7CE,no,North Carolina
35081E7NW,no,North Carolina
35081E7NE,no,North Carolina
35081E8SW,no,North Carolina
35081E8SE,yes,North Carolina
35081E8CW,no,North Carolina
35081E8CE,no,North Carolina
35081E8NW,no,North Carolina
35081E8NE,no,North Carolina
35081F1SW,no,North Carolina
35081F1SE,yes,North Carolina
35081F1CW,no,North Carolina
35081F1CE,no,North Carolina
35081F1NW,no,North Carolina
35081F1NE,no,North Carolina
35081F2SW,no,North Carolina
35081F2SE,yes,North Carolina
35081F2CW,no,North Carolina
35081F2CE,no,North Carolina
35081F2NW,no,North Carolina
35081F2NE,no,North Carolina
35081F3SW,no,North Carolina
35081F3SE,yes,North Carolina
35081F3CW,no,North Carolina
35081F3CE,no,North Carolina
35081F3NW,no,North Carolina
35081F3NE,no,North Carolina
35081F4SW,no,North Carolina
35081F4SE,yes,North Carolina
35081F4CW,no,North Carolina
35081F4CE,no,North Carolina
35081F4NW,no,North Carolina
35081F4NE,no,North Carolina
35081F5SW,no,North Carolina
35081F5SE,yes,North Carolina
35081F5CW,no,North Carolina
35081F5CE,no,North Carolina
35081F5NW,no,North Carolina
35081F5NE,no,North Carolina
35081F6SW,no,North Carolina
35081F6SE,yes,North Carolina
35081F6CW,no,North Carolina
35081F6CE,no,North Carolina
35081F6NW,no,North Carolina
35081F6NE,no,North Carolina
35081F7SW,no,North Carolina
35081F7SE,yes,North Carolina
35081F7CW,no,North Carolina
35081G1NW,no,North Carolina
35081G1NE,no,North Carolina
35081G2SW,no,North Carolina
35081G2SE,yes,North Carolina
35081G2CW,no,North Carolina
35081G2CE,no,North Carolina
35081G2NW,no,North Carolina
35081G2NE,no,North Carolina
35081G3SW,no,North Carolina
35081G3SE,yes,North Carolina
35081G3CW,no,North Carolina
35081G3CE,no,North Carolina
35081G3NW,no,North Carolina
35081G3NE,no,North Carolina
35081G4SW,no,North Carolina
35081G4SE,yes,North Carolina
35081G4CW,no,North Carolina
35081G4CE,no,North Carolina
35081G4NW,no,North Carolina
35081G4NE,no,North Carolina
35081G5SW,no,North Carolina
35081G5SE,yes,North Carolina
35081G5CW,no,North Carolina
35081G5CE,no,North Carolina
35081G5NW,no,North Carolina
35081G5NE,no,North Carolina
35081G6SW,no,North Carolina
35081G6SE,yes,North Carolina
35081G6CW,no,North Carolina
35081G6CE,no,North Carolina
35081G6NW,no,North Carolina
35081G6NE,no,North Carolina
35081G7SW,no,North Carolina
35081G7SE,yes,North Carolina
35081G7CW,no,North Carolina
35081G7CE,no,North Carolina
35081G7NW,no,North Carolina
35081G7NE,no,North Carolina
35081G8SW,no,North Carolina
35081G8SE,yes,North Carolina
35081G8CW,no,North Carolina
35081G8CE,no,North Carolina
35081G8NW,no,North Carolina
35081G8NE,no,North Carolina
35081H1SW,no,North Carolina
35081H1SE,yes,North Carolina
35081H1CW,no,North Carolina
35081H1CE,no,North Carolina
35081H1NW,no,North Carolina
35081H1NE,no,North Carolina
35081H2SW,no,North Carolina
35081H2SE,yes,North Carolina
35081H2CW,no,North Carolina
35081H2CE,no,North Carolina
35081H2NW,no,North Carolina
35081H2NE,no,North Carolina
35081H3SW,no,North Carolina
35081H3SE,yes,North Carolina
35081H3CW,no,North Carolina
35081H3CE,no,North Carolina
35081H3NW,no,North Carolina
35081H3NE,no,North Carolina
35081H4SW,no,North Carolina
35081H4SE,yes,North Carolina
35081H4CW,no,North Carolina
35081H4CE,no,North Carolina
35081H4NW,no,North Carolina
35081H4NE,no,North Carolina
35081H5SW,no,North Carolina
35081H5SE,yes,North Carolina
35081H5CW,no,North Carolina
35081H5CE,no,North Carolina
35081H5NW,no,North Carolina
35081H5NE,no,North Carolina
35081H6SW,no,North Carolina
35081H6SE,yes,North Carolina
35081H6CW,no,North Carolina
35081H6CE,no,North Carolina
35081H6NW,no,North Carolina
35081H6NE,no,North Carolina
35081H7SW,no,North Carolina
35081H7SE,yes,North Carolina
35081H7CW,no,North Carolina
35081H7CE,no,North Carolina
35081H7NW,no,North Carolina
35081H7NE,no,North Carolina
35081H8SW,no,North Carolina
35081H8SE,yes,North Carolina
35081H8CW,no,North Carolina
35081H8CE,no,North Carolina
35081H8NW,no,North Carolina
35081H8NE,no,North Carolina
35082A6CW,no,North Carolina
35082A6NW,no,North Carolina
35082A6NE,no,North Carolina
35082A8NE,no,North Carolina
35082B1CW,no,North Carolina
35082B1CE,no,North Carolina
35082B1NW,yes,North Carolina
35082B1NE,no,North Carolina
35082B2CW,no,North Carolina
35082B2CE,no,North Carolina
35082B2NW,yes,North Carolina
35082B2NE,no,North Carolina
35082B3CW,no,North Carolina
35082B3CE,no,North Carolina
35082B3NW,yes,North Carolina
35082B3NE,no,North Carolina
35082B4SW,no,North Carolina
35082B4CW,no,North Carolina
35082B4CE,no,North Carolina
35082B4NW,yes,North Carolina
35082B4NE,no,North Carolina
35082B5SW,no,North Carolina
35082B5SE,no,North Carolina
35082B5CW,yes,North Carolina
35082B5CE,no,North Carolina
35082B5NW,no,North Carolina
35082B5NE,no,North Carolina
35082B6SW,no,North Carolina
35082B6SE,yes,North Carolina
35082B6CW,no,North Carolina
35082B6CE,no,North Carolina
35082B6NW,no,North Carolina
35082B6NE,no,North Carolina
35082B7SW,no,North Carolina
35082B7SE,yes,North Carolina
35082B7CW,no,North Carolina
35082B7CE,no,North Carolina
35082B7NW,no,North Carolina
35082B7NE,no,North Carolina
35082B8SW,no,North Carolina
35082B8SE,yes,North Carolina
35082B8CW,no,North Carolina
35082B8CE,no,North Carolina
35082B8NW,no,North Carolina
35082B8NE,no,North Carolina
35082C1SW,no,North Carolina
35082C1SE,yes,North Carolina
35082C1CW,no,North Carolina
35082C1CE,no,North Carolina
35082C1NW,no,North Carolina
35082C1NE,no,North Carolina
35082C2SW,no,North Carolina
35082C2SE,yes,North Carolina
35082C2CW,no,North Carolina
35082C2CE,no,North Carolina
35082C2NW,no,North Carolina
35082C2NE,no,North Carolina
35082C3SW,no,North Carolina
35082C3SE,yes,North Carolina
35082C3CW,no,North Carolina
35082C3CE,no,North Carolina
35082C3NW,no,North Carolina
35082C3NE,no,North Carolina
35082C4SW,no,North Carolina
35082C4SE,yes,North Carolina
35082C4CW,no,North Carolina
35082C4CE,no,North Carolina
35082C4NW,no,North Carolina
35082C4NE,no,North Carolina
35082C5SW,no,North Carolina
35082C5SE,yes,North Carolina
35082C5CW,no,North Carolina
35082C5CE,no,North Carolina
35082C5NW,no,North Carolina
35082C5NE,no,North Carolina
35082C6SW,no,North Carolina
35082C6SE,yes,North Carolina
35082C6CW,no,North Carolina
35082C6CE,no,North Carolina
35082C6NW,no,North Carolina
35082C6NE,no,North Carolina
35082C7SW,no,North Carolina
35082C7SE,yes,North Carolina
35082C7CW,no,North Carolina
35082C7CE,no,North Carolina
35082C7NW,no,North Carolina
35082C7NE,no,North Carolina
35082C8SW,no,North Carolina
35082C8SE,yes,North Carolina
35082C8CW,no,North Carolina
35082C8CE,no,North Carolina
35082C8NW,no,North Carolina
35082C8NE,no,North Carolina
35082D1SW,no,North Carolina
35082D1SE,yes,North Carolina
35082D1CW,no,North Carolina
35082D1CE,no,North Carolina
35082D1NW,no,North Carolina
35082D1NE,no,North Carolina
35082D2SW,no,North Carolina
35082D2SE,yes,North Carolina
35082D2CW,no,North Carolina
35082D2CE,no,North Carolina
35082D2NW,no,North Carolina
35082D2NE,no,North Carolina
35082D3SW,no,North Carolina
35082D3SE,yes,North Carolina
35082D3CW,no,North Carolina
35082D3CE,no,North Carolina
35082D3NW,no,North Carolina
35082D3NE,no,North Carolina
35082D4SW,no,North Carolina
35082D4SE,yes,North Carolina
35082D4CW,no,North Carolina
35082D4CE,no,North Carolina
35082D4NW,no,North Carolina
35082D4NE,no,North Carolina
35082D5SW,no,North Carolina
35082D5SE,yes,North Carolina
35082D5CW,no,North Carolina
35082D5CE,no,North Carolina
35082D5NW,no,North Carolina
35082D5NE,no,North Carolina
35082D6SW,no,North Carolina
35082D6SE,yes,North Carolina
35082D6CW,no,North Carolina
35082D6CE,no,North Carolina
35082D6NW,no,North Carolina
35082D6NE,no,North Carolina
35082D7SW,no,North Carolina
35082D7SE,yes,North Carolina
35082D7CW,no,North Carolina
35082D7CE,no,North Carolina
35082D7NW,no,North Carolina
35082D7NE,no,North Carolina
35082D8SW,no,North Carolina
35082D8SE,yes,North Carolina
35082D8CW,no,North Carolina
35082D8CE,no,North Carolina
35082D8NW,no,North Carolina
35082D8NE,no,North Carolina
35082E1SW,no,North Carolina
35082E1SE,yes,North Carolina
35082E1CW,no,North Carolina
35082E1CE,no,North Carolina
35082E1NW,no,North Carolina
35082E1NE,no,North Carolina
35082E2SW,no,North Carolina
35082E2SE,yes,North Carolina
35082E2CW,no,North Carolina
35082E2CE,no,North Carolina
35082E2NW,no,North Carolina
35082E2NE,no,North Carolina
35082E3SW,no,North Carolina
35082E3SE,yes,North Carolina
35082E3CW,no,North Carolina
35082E3CE,no,North Carolina
35082E3NW,no,North Carolina
35082E3NE,no,North Carolina
35082E4SW,no,North Carolina
35082E4SE,yes,North Carolina
35082E4CW,no,North Carolina
35082E4CE,no,North Carolina
35082E4NW,no,North Carolina
35082E4NE,no,North Carolina
35082E5SW,no,North Carolina
35082E5SE,yes,North Carolina
35082E5CW,no,North Carolina
35082E5CE,no,North Carolina
35082E5NW,no,North Carolina
35082E5NE,no,North Carolina
35082E6SW,no,North Carolina
35082E6SE,yes,North Carolina
35082E6CW,no,North Carolina
35082E6CE,no,North Carolina
35082E6NW,no,North Carolina
35082E6NE,no,North Carolina
35082E7SW,no,North Carolina
35082E7SE,yes,North Carolina
35082E7CW,no,North Carolina
35082E7CE,no,North Carolina
35082E7NW,no,North Carolina
35082E7NE,no,North Carolina
35082E8SW,no,North Carolina
35082E8SE,yes,North Carolina
35082E8CW,no,North Carolina
35082E8CE,no,North Carolina
35082E8NW,no,North Carolina
35082E8NE,no,North Carolina
35082F1SW,no,North Carolina
35082F1SE,yes,North Carolina
35082F1CW,no,North Carolina
35082F1CE,no,North Carolina
35082F1NW,no,North Carolina
35082F1NE,no,North Carolina
35082F2SW,no,North Carolina
35082F2SE,yes,North Carolina
35082F2CW,no,North Carolina
35082F2CE,no,North Carolina
35082F2NW,no,North Carolina
35082F2NE,no,North Carolina
35082F3SW,no,North Carolina
35082F3SE,yes,North Carolina
35082F3CW,no,North Carolina
35082F3CE,no,North Carolina
35082F3NW,no,North Carolina
35082F3NE,no,North Carolina
35082F4SW,no,North Carolina
35082F4SE,yes,North Carolina
35082F4CW,no,North Carolina
35082F4CE,no,North Carolina
35082F4NW,no,North Carolina
35082F4NE,no,North Carolina
35082F5SW,no,North Carolina
35082F5SE,yes,North Carolina
35082F5CW,no,North Carolina
35082F5CE,no,North Carolina
35082F5NW,no,North Carolina
35082F5NE,no,North Carolina
35082F6SW,no,North Carolina
35082F6SE,yes,North Carolina
35082F6CW,no,North Carolina
35082F6CE,no,North Carolina
35082F6NW,no,North Carolina
35082F6NE,no,North Carolina
35082F7SW,no,North Carolina
35082F7SE,yes,North Carolina
35082F7CW,no,North Carolina
35082F7CE,no,North Carolina
35082F7NW,no,North Carolina
35082F7NE,no,North Carolina
35082F8SW,no,North Carolina
35082F8SE,yes,North Carolina
35082F8CW,no,North Carolina
35082F8CE,no,North Carolina
35082F8NW,no,North Carolina
35082F8NE,no,North Carolina
35082G1SW,no,North Carolina
35082G1SE,yes,North Carolina
35082G1CW,no,North Carolina
35082G1CE,no,North Carolina
35082G1NW,no,North Carolina
35082G1NE,no,North Carolina
35082G2SW,no,North Carolina
35082G2SE,yes,North Carolina
35082G2CW,no,North Carolina
35082G2CE,no,North Carolina
35082G2NW,no,North Carolina
35082G2NE,no,North Carolina
35082G3SW,no,North Carolina
35082G3SE,yes,North Carolina
35082G3CW,no,North Carolina
35082G3CE,no,North Carolina
35082G3NW,no,North Carolina
35082G3NE,no,North Carolina
35082G4SW,no,North Carolina
35082G4SE,yes,North Carolina
35082G4CW,no,North Carolina
35082G4CE,no,North Carolina
35082G4NW,no,North Carolina
35082G4NE,no,North Carolina
35082G5SW,no,North Carolina
35082G5SE,yes,North Carolina
35082G5CW,no,North Carolina
35082G5CE,no,North Carolina
35082G5NW,no,North Carolina
35082G5NE,no,North Carolina
35082G6SW,no,North Carolina
35082G6SE,yes,North Carolina
35082G6CW,no,North Carolina
35082G6CE,no,North Carolina
35082G6NW,no,North Carolina
35082G6NE,no,North Carolina
35082G7SW,no,North Carolina
35082G7SE,yes,North Carolina
35082G7CW,no,North Carolina
35082G7CE,no,North Carolina
35082G7NW,no,North Carolina
35082G7NE,no,North Carolina
35082G8SW,no,North Carolina
35082G8SE,yes,North Carolina
35082G8CW,no,North Carolina
35082G8CE,no,North Carolina
35082G8NE,no,North Carolina
35082H1SW,no,North Carolina
35082H1SE,yes,North Carolina
35082H1CW,no,North Carolina
35082H1CE,no,North Carolina
35082H1NW,no,North Carolina
35082H1NE,no,North Carolina
35082H2SW,no,North Carolina
35082H2SE,yes,North Carolina
35082H2CW,no,North Carolina
35082H2CE,no,North Carolina
35082H2NW,no,North Carolina
35082H2NE,no,North Carolina
35082H3SW,no,North Carolina
35082H3SE,yes,North Carolina
35082H3CW,no,North Carolina
35082H3CE,no,North Carolina
35082H3NW,no,North Carolina
35082H3NE,no,North Carolina
35082H4SW,no,North Carolina
35082H4SE,yes,North Carolina
35082H4CW,no,North Carolina
35082H4CE,no,North Carolina
35082H4NW,no,North Carolina
35082H4NE,no,North Carolina
35082H5SW,no,North Carolina
35082H5SE,yes,North Carolina
35082H5CW,no,North Carolina
35082H5CE,no,North Carolina
35082H5NW,no,North Carolina
35082H5NE,no,North Carolina
35082H6SW,no,North Carolina
35082H6SE,yes,North Carolina
35082H6CW,no,North Carolina
35082H6CE,no,North Carolina
35082H6NW,no,North Carolina
35082H6NE,no,North Carolina
35082H7SW,no,North Carolina
35082H7SE,yes,North Carolina
35082H7CW,no,North Carolina
35082H7CE,no,North Carolina
35082H7NE,no,North Carolina
35082H8SE,no,North Carolina
35082H8CE,no,North Carolina
35083A1SW,no,North Carolina
35083A1SE,no,North Carolina
35083A1CW,yes,North Carolina
35083A1CE,no,North Carolina
35083A1NW,no,North Carolina
35083A1NE,no,North Carolina
35083A2SW,no,North Carolina
35083A2SE,yes,North Carolina
35083A2CW,no,North Carolina
35083A2CE,no,North Carolina
35083A2NW,no,North Carolina
35083A2NE,no,North Carolina
35083A3SW,no,North Carolina
35083A3SE,yes,North Carolina
35083A3CW,no,North Carolina
35083A3CE,no,North Carolina
35083A3NW,no,North Carolina
35083A3NE,no,North Carolina
35083A4SW,no,North Carolina
35083A4SE,yes,North Carolina
35083A4CW,no,North Carolina
35083A4CE,no,North Carolina
35083A4NW,no,North Carolina
35083A4NE,no,North Carolina
35083A5SW,no,North Carolina
35083A5SE,yes,North Carolina
35083A5CW,no,North Carolina
35083A5CE,no,North Carolina
35083A5NW,no,North Carolina
35083A5NE,no,North Carolina
35083A6SW,no,North Carolina
35083A6SE,yes,North Carolina
35083A6CW,no,North Carolina
35083A6CE,no,North Carolina
35083A6NW,no,North Carolina
35083A6NE,no,North Carolina
35083A7SW,no,North Carolina
35083A7SE,yes,North Carolina
35083A7CW,no,North Carolina
35083A7CE,no,North Carolina
35083A7NW,no,North Carolina
35083A7NE,no,North Carolina
35083A8SW,no,North Carolina
35083A8SE,yes,North Carolina
35083A8CW,no,North Carolina
35083A8CE,no,North Carolina
35083A8NW,no,North Carolina
35083A8NE,no,North Carolina
35083B1SW,no,North Carolina
35083B1SE,yes,North Carolina
35083B1CW,no,North Carolina
35083B1CE,no,North Carolina
36076C2SE,yes,North Carolina
36076C2CW,no,North Carolina
36076C2CE,no,North Carolina
36076C2NW,no,North Carolina
36076C2NE,no,North Carolina
36076C3SW,no,North Carolina
36076C3SE,yes,North Carolina
36076C3CW,no,North Carolina
36076C3CE,no,North Carolina
36076C3NW,no,North Carolina
36076C3NE,no,North Carolina
36076C4SW,no,North Carolina
36076C4SE,yes,North Carolina
36076C4CW,no,North Carolina
36076C4CE,no,North Carolina
36076C4NW,no,North Carolina
36076C4NE,no,North Carolina
36076C5SW,no,North Carolina
36076C5SE,yes,North Carolina
36076C5CW,no,North Carolina
36076C5CE,no,North Carolina
36076C5NW,no,North Carolina
36076C5NE,no,North Carolina
36076C6SW,no,North Carolina
36076C6SE,yes,North Carolina
36076C6CW,no,North Carolina
36076C6CE,no,North Carolina
36076C6NW,no,North Carolina
36076C6NE,no,North Carolina
36076C7SW,no,North Carolina
36076C7SE,yes,North Carolina
36076C7CW,no,North Carolina
36076C7CE,no,North Carolina
36076C7NW,no,North Carolina
36076C7NE,no,North Carolina
36076C8SW,no,North Carolina
36076C8SE,yes,North Carolina
36076C8CW,no,North Carolina
36076C8CE,no,North Carolina
36076C8NW,no,North Carolina
36076C8NE,no,North Carolina
36076D1SW,no,North Carolina
36076D1SE,yes,North Carolina
36076D1CW,no,North Carolina
36076D1CE,no,North Carolina
36076D1NW,no,North Carolina
36076D1NE,no,North Carolina
36076D2SW,no,North Carolina
36076D2SE,yes,North Carolina
36076D2CW,no,North Carolina
36076D2CE,no,North Carolina
36076D2NW,no,North Carolina
36076D2NE,no,North Carolina
36076D3SW,no,North Carolina
36076D3SE,yes,North Carolina
36076D3CW,no,North Carolina
36076D3CE,no,North Carolina
36076D3NW,no,North Carolina
36076D3NE,no,North Carolina
36076D4SW,no,North Carolina
36076D4SE,yes,North Carolina
36076D4CW,no,North Carolina
36076D4CE,no,North Carolina
36076D4NW,no,North Carolina
