atlas_block,priority,state
42078E8CW,no,New York
42077H1CW,no,New York
44074A1CE,yes,New York
44074A1CW,no,New York
43078C7NE,no,New York
43073F8CW,no,New York
42077A6CE,yes,New York
42076A2CE,yes,New York
43073F8CE,yes,New York
42077A6CW,no,New York
42076A2CW,no,New York
44073B3NW,yes,New York
44074C2CW,no,New York
42078F3SW,no,New York
44074C2CE,yes,New York
42078F3SE,no,New York
42074H5CE,yes,New York
42078B3NE,no,New York
42078B3NW,yes,New York
42074B6SW,no,New York
43077B3NE,no,New York
42077A8SW,no,New York
43077B3NW,yes,New York
42079E1SW,no,New York
42077A8SE,no,New York
44074E1NW,yes,New York
40072F8CE,no,New York
44074E3CW,no,New York
43074B2NE,no,New York
42078F6CW,no,New York
44074E1NE,no,New York
44074E3CE,yes,New York
43074B2NW,yes,New York
44075E4CW,no,New York
44073E3SW,no,New York
42078G4CE,yes,New York
43075B1SE,no,New York
44075E4CE,yes,New York
42078G4CW,no,New York
43075B1SW,no,New York
41074G6NE,no,New York
43075G7SW,no,New York
43073E4NW,yes,New York
42076C1NW,yes,New York
40072F8CW,no,New York
43076H3CE,no,New York
43073E4NE,no,New York
43075E8SE,no,New York
43077B7SE,no,New York
41073E5SE,no,New York
43075E8SW,no,New York
43075E8SW,no,New York
43077B7SW,no,New York
41078H1NE,no,New York
43075G2CE,yes,New York
41073E5SW,no,New York
41073G7CE,yes,New York
40073F8NW,yes,New York
42075F4SW,no,New York
40073F8NE,no,New York
41073G7CW,no,New York
42075H1NE,no,New York
42075H1NW,yes,New York
44075E7SE,no,New York
43075G2CW,no,New York
43075H8CW,no,New York
44075B8SW,no,New York
43075H8CE,yes,New York
44075B8SE,no,New York
42074F7SW,no,New York
42077D1NE,no,New York
42079D4CE,yes,New York
42074F7SE,no,New York
42077D1NW,yes,New York
42079D4CW,no,New York
43078A3NE,no,New York
42076C2NE,no,New York
43074E6SW,no,New York
43075G3SE,no,New York
43078A3NW,yes,New York
43074E6SE,no,New York
42076C2NW,yes,New York
43075G3SW,no,New York
41074F5NE,no,New York
44073B4NE,no,New York
43075D4SE,no,New York
42076B7CE,yes,New York
43076F2CE,yes,New York
41074F5NW,yes,New York
44073B4NW,yes,New York
43075D4SW,no,New York
43076F2CW,no,New York
44074D7CE,yes,New York
44074D7CW,no,New York
43073H7CW,no,New York
43077C4SW,no,New York
42077C3CE,yes,New York
42077C1CE,yes,New York
43074B2SW,no,New York
43077C4SE,no,New York
42078F4SE,no,New York
42077C3CW,no,New York
42077C1CW,no,New York
43074B2SE,no,New York
42076B7CW,no,New York
41074D3SW,no,New York
43076E3SE,no,New York
41074D3SE,no,New York
43076E3SW,no,New York
43075H7CE,yes,New York
40073E4NW,yes,New York
43078A5CW,no,New York
43075H7CW,no,New York
40073E4NE,no,New York
43073H7CE,yes,New York
43078A5CE,yes,New York
43074F8NW,yes,New York
42074G8NE,no,New York
42074E2SW,no,New York
42075F4CW,no,New York
43074F8NE,no,New York
43075H1NW,yes,New York
42074E2SE,no,New York
42075D4CE,yes,New York
42076E1SW,no,New York
44075A3CW,no,New York
42076E7NW,yes,New York
41074D5NE,no,New York
42075D4CW,no,New York
42076E1SE,no,New York
44075A3CE,yes,New York
42076E7NE,no,New York
41074D5NW,yes,New York
44073B6SE,no,New York
41072B1CW,no,New York
44073B6SW,no,New York
44074D2NW,yes,New York
44074D2NE,no,New York
43077B2SE,no,New York
42078H3NE,no,New York
42073G3CW,no,New York
44075B8NW,yes,New York
43073G6CE,yes,New York
42073G3CE,yes,New York
43076A7SE,no,New York
42074A5SW,no,New York
42074A5SE,no,New York
43076A7SW,no,New York
43077A3CW,no,New York
42076C2SW,no,New York
42075G1NW,yes,New York
42078C5CE,yes,New York
44074B7SE,no,New York
43077A3CE,yes,New York
42076C2SE,no,New York
44074B7SW,no,New York
42075G1NE,no,New York
41074C5SE,no,New York
42077C4SE,no,New York
42077C4SW,no,New York
43073G6CW,no,New York
42074E3CW,no,New York
42074C6SW,no,New York
42074E3CE,yes,New York
42074C6SE,no,New York
44073C6NE,no,New York
42073E4SE,no,New York
42077G1CE,yes,New York
44074E1SW,no,New York
42073E4SW,no,New York
42077G1CW,no,New York
43074F6SE,no,New York
44075F2SE,no,New York
43077A5CE,yes,New York
44075F2SW,no,New York
43077A5CW,no,New York
44074E7NE,no,New York
44074E7NW,yes,New York
42074F6SW,no,New York
43076A2SE,no,New York
41078H5NE,no,New York
43075H1SW,no,New York
44074A2SW,no,New York
42074F6SE,no,New York
42075B4NE,no,New York
44074A2SE,no,New York
41078H5NW,no,New York
43075H1SE,no,New York
40072H8SW,no,New York
44074E8CE,yes,New York
40072H8SE,no,New York
43073D5NE,no,New York
44074E8CW,no,New York
42073A5CE,yes,New York
42073A5CW,no,New York
42078F4SW,no,New York
43076A2SW,no,New York
42076D5SE,no,New York
43075F6SE,no,New York
42076D5SW,no,New York
41073B4NW,no,New York
43075F6SW,no,New York
42077B7CE,yes,New York
42074F5SE,no,New York
42075C4CW,no,New York
42075D6NW,yes,New York
42075F4CE,yes,New York
42077B7CW,no,New York
42074F5SW,no,New York
42075D6NE,no,New York
42075C4CE,yes,New York
42076C1SW,no,New York
43073F5SE,no,New York
44074D8NW,yes,New York
43076C5SE,no,New York
43075D5SW,no,New York
43073F5SW,no,New York
42075A4NW,yes,New York
43075D5SE,no,New York
44074D8NE,no,New York
43076C5SW,no,New York
43074A8CW,no,New York
44074C8SE,no,New York
43074A8CE,yes,New York
44074C8SW,no,New York
42076C1SE,no,New York
44074A3SW,no,New York
44073D4CE,yes,New York
42074A7SW,no,New York
44074A3SE,no,New York
44073D4CW,no,New York
42074A7SE,no,New York
42075E2SE,no,New York
44076A4SE,no,New York
41074E2SW,no,New York
44075E1CW,no,New York
40072H6SE,no,New York
42075E2SW,no,New York
41074E2SE,no,New York
44075E1CE,yes,New York
40072H6SW,no,New York
43073E8SE,no,New York
41074G3SE,no,New York
43077C2SW,no,New York
41074G3SW,no,New York
43077C2SE,no,New York
43078C5NE,no,New York
44074C7CW,no,New York
43078C5NW,yes,New York
40072H8NE,no,New York
43073D8NE,no,New York
40072H8NW,no,New York
43073D8NW,yes,New York
41079H4NW,no,New York
43076F1NE,no,New York
43073C7NE,no,New York
41074H7CE,yes,New York
43073E3CW,no,New York
43076F1NW,yes,New York
43073C7NW,yes,New York
41074H7CW,no,New York
43073E3CE,yes,New York
44074C7CE,yes,New York
44074D1NW,yes,New York
44074D1NE,no,New York
43075C4NW,yes,New York
42075A6CW,no,New York
43074A4NW,yes,New York
44076A4CE,no,New York
43074A4NE,no,New York
42075A6CE,yes,New York
44075B5NW,yes,New York
42074F4SW,no,New York
43074C4NW,yes,New York
42076F1NW,yes,New York
42079D3CE,yes,New York
42079C2NE,no,New York
40074E2SW,no,New York
42074F4SE,no,New York
43074C4NE,no,New York
42079C2NW,yes,New York
42076F1NE,no,New York
42079D3CW,no,New York
40074E2SE,no,New York
42075A4NE,no,New York
40073F6SW,no,New York
43076G3CE,no,New York
42075A1NE,no,New York
42074C6NE,no,New York
40073F6SE,no,New York
42075A1NW,yes,New York
42074C6NW,yes,New York
42073E4NW,yes,New York
42077A7CE,yes,New York
42073E6CE,yes,New York
44074A3NE,no,New York
42077A7CW,no,New York
42073E4NE,no,New York
42073E6CW,no,New York
44074A3NW,yes,New York
40072H6NW,yes,New York
41078H3NW,no,New York
42075E4SW,no,New York
41073C7NW,yes,New York
44074C6SW,no,New York
40072H6NE,no,New York
41078H3NE,no,New York
42075E4SE,no,New York
44074C6SE,no,New York
44074E3NW,yes,New York
44075C7SE,no,New York
41073G5SW,no,New York
43074D7CE,yes,New York
44075C7SW,no,New York
41073G5SE,no,New York
43074D7CW,no,New York
41073C7NE,no,New York
42076F2CW,no,New York
42078G8NE,no,New York
43075C1NE,no,New York
41073B8NW,yes,New York
42076F2CE,yes,New York
43075C1NW,yes,New York
41073B8NE,no,New York
44075D3CE,yes,New York
41073H5CW,no,New York
43074E4CE,yes,New York
43073C8SW,no,New York
42076C3CE,yes,New York
41073H5CE,yes,New York
44075D3CW,no,New York
43073C8SE,no,New York
43074E4CW,no,New York
42076C3CW,no,New York
42079C1SW,no,New York
42079B3NW,yes,New York
42079B3NE,no,New York
44074B3SE,no,New York
42078G1SE,no,New York
42075A7CE,yes,New York
43076A6SE,no,New York
42075A7CW,no,New York
44074B3SW,no,New York
42078G1SW,no,New York
43076A6SW,no,New York
41073A6CE,no,New York
44075A7CE,yes,New York
43077A1NE,no,New York
42077C3NW,yes,New York
41073A6CW,no,New York
43077A1NW,yes,New York
44075A7CW,no,New York
42079C1SE,no,New York
42079C2SW,no,New York
44074D8SE,no,New York
41074E4SE,no,New York
42079C2SE,no,New York
42074F5CW,no,New York
44074D8SW,no,New York
41074E4SW,no,New York
42073G7CE,yes,New York
42078C1CE,yes,New York
42074C5CE,yes,New York
42075G2SW,no,New York
42073G7CW,no,New York
40073H1NW,yes,New York
42073D5NW,yes,New York
43079B1NE,no,New York
42074C5CW,no,New York
42075G2SE,no,New York
44074A7CE,yes,New York
43076E1NW,yes,New York
42077C3NE,no,New York
44074A7CW,no,New York
43076E1NE,no,New York
42073D5SW,no,New York
41073H4CW,no,New York
42073D5SE,no,New York
42074H7CE,yes,New York
43075G1CE,yes,New York
42079B1SE,no,New York
43073A4NW,yes,New York
42076A4NE,no,New York
44074E5SW,no,New York
42075G4NW,yes,New York
42077E6SE,no,New York
43075G1CW,no,New York
42079B1SW,no,New York
42076A4NW,yes,New York
42077E6SW,no,New York
44074E5SE,no,New York
42075G4NE,no,New York
41077H6NW,no,New York
42073D5NE,no,New York
44074G3NE,no,New York
41077H6NE,no,New York
44074G3NW,yes,New York
41073B6CE,yes,New York
41074C5CW,no,New York
44073E8NE,no,New York
42074H7CW,no,New York
44074D5SE,no,New York
42074A7CW,no,New York
41073B6CW,no,New York
44073E8NW,yes,New York
44074D5SW,no,New York
44074F5SW,no,New York
44074F5SE,no,New York
43075C4SW,no,New York
43075C4SE,no,New York
42074B5NW,yes,New York
43074F3CE,yes,New York
44074D1SE,no,New York
42079A1SE,no,New York
42076E6CE,yes,New York
43074F3CW,no,New York
42074B5NE,no,New York
42079A1SW,no,New York
42076E6CW,no,New York
44074D1SW,no,New York
42078G1NW,yes,New York
43075F7NE,no,New York
43078C6NE,no,New York
44075F1SW,no,New York
42074D1SE,no,New York
42078G1NE,no,New York
43075F7NW,yes,New York
44073H6SW,no,New York
43078C6NW,yes,New York
42074D1SW,no,New York
42074D7NE,no,New York
42078B1CE,yes,New York
43075B7CE,yes,New York
42074D7NW,yes,New York
42078B1CW,no,New York
42075F7CE,yes,New York
42074F4NE,no,New York
43075A8CW,no,New York
44073C5CW,no,New York
44073C8CW,no,New York
43075G8NE,no,New York
43075A8CE,yes,New York
44073C5CE,yes,New York
42078H2CE,yes,New York
43074F1CW,no,New York
43074F1CE,yes,New York
42078H2CW,no,New York
42075E5CW,no,New York
43077A6CW,no,New York
42076C5SE,no,New York
42075E5CE,yes,New York
43077A6CE,yes,New York
42076C5SW,no,New York
41074E1SW,no,New York
41074E1SE,no,New York
42074F8CW,no,New York
42077E6NW,yes,New York
42077E6NE,no,New York
41074F2CE,yes,New York
42077F8NE,no,New York
42077F8NW,yes,New York
42076C6SE,no,New York
42074A6NW,yes,New York
43078B6SW,no,New York
40073H8CE,yes,New York
42076C6SW,no,New York
43078B6SE,no,New York
42074A6NE,no,New York
42078E7NW,yes,New York
43075E6NE,no,New York
43075E6NW,yes,New York
42078E7NE,no,New York
42078B6NE,no,New York
42078A1NW,yes,New York
44073A7NE,no,New York
43078A4CW,no,New York
42078A1NE,no,New York
41072A5CE,no,New York
42078B6NW,yes,New York
44073A7NW,yes,New York
43078A4CE,yes,New York
42075E6SE,no,New York
42077A1SE,no,New York
42075E1NW,yes,New York
42077A1SW,no,New York
42075E6SW,no,New York
42075E1NE,no,New York
44074B3NW,yes,New York
44074B3NE,no,New York
42075H3SW,no,New York
42075H3SE,no,New York
42074G7CE,yes,New York
43076A1CW,no,New York
41074C6CE,no,New York
40074D3NE,no,New York
42074G7CW,no,New York
43076A1CE,yes,New York
42075G6CW,no,New York
41074F1NW,yes,New York
43073G5NE,no,New York
42076D4SE,no,New York
43073G5NW,yes,New York
42075G6CE,yes,New York
41074F1NE,no,New York
42074B1CW,no,New York
42076D4SW,no,New York
42077E2CE,yes,New York
42079D1CE,yes,New York
42077E2CW,no,New York
42079D1CW,no,New York
43077A8NW,yes,New York
41074C2NE,no,New York
43077A8NE,no,New York
41074C2NW,yes,New York
41074D6SW,no,New York
42077F5SE,no,New York
43074B8NW,yes,New York
44074B8NW,yes,New York
42074B4NE,no,New York
41074D6SE,no,New York
43074B8NE,no,New York
42077F5SW,no,New York
44074B8NE,no,New York
41073C8NE,no,New York
41073B5NE,no,New York
41073C8NW,yes,New York
41073B5NW,yes,New York
43073D6NE,no,New York
43073D5CE,yes,New York
42077C6CW,no,New York
43073D5CW,no,New York
42077C6CE,yes,New York
43074D4NE,no,New York
44073B7NE,no,New York
42074F4CE,yes,New York
44073B7NW,yes,New York
43074D4NW,yes,New York
41074D2NW,yes,New York
40073F2SE,no,New York
42075F7CW,no,New York
43073D6NW,yes,New York
41074D2NE,no,New York
40073F2SW,no,New York
44074G7CW,no,New York
44074G5SE,no,New York
40074E2CE,yes,New York
44074G7CE,yes,New York
44074G5SW,no,New York
43075C2SE,no,New York
44074E4NW,yes,New York
42077G4SW,no,New York
43073F7SW,no,New York
44075F5SW,no,New York
43075C2SW,no,New York
42077G4SE,no,New York
43073F7SE,no,New York
44075F5SE,no,New York
42077B1SW,no,New York
42073F4NW,yes,New York
42074H1NW,yes,New York
43073A4NE,no,New York
44073C7CW,no,New York
42073F4NE,no,New York
42074H1NE,no,New York
42077B1SE,no,New York
40073H1NE,no,New York
44073C7CE,yes,New York
40073F7SW,no,New York
42073D8CW,no,New York
40073F7SE,no,New York
42073D8CE,yes,New York
40074E2CW,no,New York
42077D2SW,no,New York
42077D2SE,no,New York
42077G8CW,no,New York
42077G8CE,yes,New York
42077F4NE,no,New York
42074A1CW,no,New York
42077F4NW,yes,New York
42074A1CE,yes,New York
43076C6SW,no,New York
42077C2SW,no,New York
44075D5SE,no,New York
43076C6SE,no,New York
42077C2SE,no,New York
44075D5SW,no,New York
43075B4NE,no,New York
43076B8CE,yes,New York
41073B5SW,no,New York
43075B4NW,yes,New York
43076B8CW,no,New York
42074A6SE,no,New York
43078B6NE,no,New York
43074H5NW,yes,New York
43078B6NW,yes,New York
42074A6SW,no,New York
43074H5NE,no,New York
42073G6SE,no,New York
43075E6SW,no,New York
44073B7SW,no,New York
42073G6SW,no,New York
43075E6SE,no,New York
44073B7SE,no,New York
41074G1NW,yes,New York
41074G1NE,no,New York
41074G2SE,no,New York
42075E6NW,yes,New York
42077H8NE,no,New York
42076B8CE,yes,New York
42077H5CE,yes,New York
41074G2SW,no,New York
42075E6NE,no,New York
42077H8NW,yes,New York
42077H5CW,no,New York
42076B8CW,no,New York
42075H4SE,no,New York
44074A6CE,yes,New York
42077H7NW,yes,New York
43074C1SE,no,New York
42079B6CE,yes,New York
44075B7CE,yes,New York
42075H4SW,no,New York
44074A6CW,no,New York
42077H7NE,no,New York
43074C1SW,no,New York
44075B7CW,no,New York
44075B1SE,no,New York
41075G1SW,no,New York
42075H3NE,no,New York
41075G1SE,no,New York
42075H3NW,yes,New York
40073F3NW,yes,New York
43076D3CE,yes,New York
44074A8NW,yes,New York
40073F3NE,no,New York
43076D3CW,no,New York
44074A8NE,no,New York
42076A7CW,no,New York
44075G1CW,no,New York
43074F4SE,no,New York
42076A7CE,yes,New York
43074F4SW,no,New York
44075B2SE,no,New York
42077D3NW,yes,New York
42076F6CE,yes,New York
44075B2SW,no,New York
40073F1CE,yes,New York
44076B2NE,no,New York
42078D7CE,yes,New York
43074A6SE,no,New York
41074E8CE,yes,New York
42073C7SE,no,New York
43076C4SE,no,New York
42073E5SE,no,New York
43074A6SW,no,New York
43076C4SW,no,New York
42073C7SW,no,New York
44073B8CW,no,New York
44074B8SE,no,New York
41075H1SE,no,New York
44073B8CE,yes,New York
44074B8SW,no,New York
41075H1SW,no,New York
44074D4CW,no,New York
42078F1CW,no,New York
43073B3CW,no,New York
43075A2CW,no,New York
43075B4SW,no,New York
42075C3SW,no,New York
42075C2NE,no,New York
42078D8NE,no,New York
42078F1CE,yes,New York
43073B3CE,yes,New York
44074D4CE,yes,New York
43075B4SE,no,New York
43075A2CE,yes,New York
42075C3SE,no,New York
42075C2NW,yes,New York
42078D8NW,yes,New York
43073C5CW,no,New York
42074H6SE,no,New York
41074E8CW,no,New York
43073C5CE,yes,New York
42074H6SW,no,New York
42076B3NW,yes,New York
42074H3SW,no,New York
42076B3NE,no,New York
42074H3SE,no,New York
44074B5NW,yes,New York
44073H7SW,no,New York
44074B5NE,no,New York
41075F1CE,yes,New York
44073H7SE,no,New York
44074F3NW,yes,New York
42074H2CE,yes,New York
42074E4SW,no,New York
44075E5CW,no,New York
42074H2CW,no,New York
44074F3NE,no,New York
44075E5CE,yes,New York
42074E4SE,no,New York
43073G8SW,no,New York
42077E3SE,no,New York
43074B1NW,yes,New York
42076H3NW,yes,New York
42075G7SE,no,New York
43073G8SE,no,New York
43074B1NE,no,New York
42076H3NE,no,New York
42077C8CW,no,New York
42073F4SE,no,New York
42073F4SW,no,New York
42077C8CE,yes,New York
44075B6NW,yes,New York
42074C3CE,yes,New York
42075E3SW,no,New York
42076B5CW,no,New York
42074C3CW,no,New York
42075E3SE,no,New York
42076B5CE,yes,New York
43075C6CW,no,New York
41074H2NW,yes,New York
42076E4CE,yes,New York
42076E4CW,no,New York
41074H2NE,no,New York
42073C7NW,yes,New York
42077F4SW,no,New York
42077F4SE,no,New York
42073C7NE,no,New York
41075H1NW,yes,New York
43078C1CW,no,New York
42078H4NW,yes,New York
44075A4SE,no,New York
43078C1CE,yes,New York
41075H1NE,no,New York
42078H4NE,no,New York
43075A1NE,no,New York
43075H4CW,no,New York
43075A1NW,yes,New York
42076D8NW,yes,New York
42076D8NE,no,New York
43075G3NW,yes,New York
43073G7NE,no,New York
42077B6CW,no,New York
44075B1SW,no,New York
42076F6CW,no,New York
42079A5SE,no,New York
42077B6CE,yes,New York
43073G7NW,yes,New York
42079A5SW,no,New York
42076H4CW,no,New York
42076H4CE,yes,New York
44074E7SE,no,New York
42073A7NE,no,New York
42074E1SW,no,New York
42075B8CE,yes,New York
42076H1SE,no,New York
42074E1SE,no,New York
41079H7NE,no,New York
43074E6NW,yes,New York
42076H1SW,no,New York
42075G8NE,no,New York
42075H4NW,yes,New York
44075G2CW,no,New York
42076F8CE,yes,New York
43075F5CW,no,New York
42079B6CW,no,New York
42075H4NE,no,New York
44075G2CE,yes,New York
42076F8CW,no,New York
43075F5CE,yes,New York
41075G1NE,no,New York
41075G1NW,yes,New York
43074A3NE,no,New York
43074A3NW,yes,New York
42075B8CW,no,New York
40074F1CE,yes,New York
42076D3CE,yes,New York
43075G8SW,no,New York
43075G6NW,yes,New York
43075G8SE,no,New York
43077C6SE,no,New York
43076D2SW,no,New York
43074C2SW,no,New York
43077C6SW,no,New York
43076D2SE,no,New York
44075D7NE,no,New York
42076B4CE,yes,New York
43074C2SE,no,New York
42075B6SE,no,New York
41074C3NE,no,New York
43074B5NE,no,New York
41074C3NW,yes,New York
42075B6SW,no,New York
43074B5NW,yes,New York
43075E8NE,no,New York
42076D8SE,no,New York
42074D3CE,yes,New York
44074A5SE,no,New York
41073A8CE,yes,New York
42076D8SW,no,New York
43075E8NW,yes,New York
42074D3CW,no,New York
44074A5SW,no,New York
41073A8CW,no,New York
42076H5CE,yes,New York
42076B3SE,no,New York
42078D3CW,no,New York
42076H5CW,no,New York
42076B3SW,no,New York
42078D3CE,yes,New York
43074E7NW,yes,New York
42078D1CW,no,New York
43074E4SW,no,New York
43074H2SE,no,New York
43074E7NE,no,New York
42078D1CE,yes,New York
43074H2SW,no,New York
42075H7NE,no,New York
42075H7NW,yes,New York
44074G2SE,no,New York
43075E1NW,yes,New York
44074G2SW,no,New York
43075E1NE,no,New York
42077D1SE,no,New York
42075C5CE,yes,New York
41073C6SE,no,New York
42077D8NE,no,New York
42075C5CW,no,New York
42077D1SW,no,New York
44075E6CW,no,New York
41073C6SW,no,New York
42077D8NW,yes,New York
42074H7SW,no,New York
41073E6CW,no,New York
40072H4NE,no,New York
42074H7SE,no,New York
41073E6CE,yes,New York
40072H4NW,yes,New York
42075F1CW,no,New York
43076C8CE,no,New York
42079D2CE,yes,New York
42075F1CE,yes,New York
42078G2SE,no,New York
42079E2SE,no,New York
44073H4CW,no,New York
44073F8SW,no,New York
44073H4CE,yes,New York
42079E2SW,no,New York
44073F8SE,no,New York
43078C3SE,no,New York
41074F6NW,yes,New York
43075G6SW,no,New York
41073F6CE,yes,New York
43078C3SW,no,New York
41074F6NE,no,New York
43075G6SE,no,New York
41073F6CW,no,New York
42077E4SE,no,New York
42077E4SW,no,New York
41074C4CW,no,New York
42074C2NE,no,New York
43074B5SW,no,New York
42073B7CW,no,New York
42074C2NW,yes,New York
44073G5SW,no,New York
40073G5SE,no,New York
40073G5SW,no,New York
40073F1CW,no,New York
42074G2SW,no,New York
43074H6CW,no,New York
43074F5CW,no,New York
41074C4CE,yes,New York
43078A1NW,yes,New York
42074G2SE,no,New York
43074H6CE,yes,New York
43074F5CE,yes,New York
43078A1NE,no,New York
44074B3CW,no,New York
42077G5SW,no,New York
43075A4SW,no,New York
42078C2NE,no,New York
42077G5SE,no,New York
41073H8CW,no,New York
43075A4SE,no,New York
42078H3SE,no,New York
42078H3SW,no,New York
42077D8SW,no,New York
42075B7CE,yes,New York
42075C6CE,yes,New York
42074C7CW,no,New York
43075B6CE,yes,New York
42073E5SW,no,New York
42075B7CW,no,New York
42075A6NE,no,New York
42077D8SE,no,New York
43075B6CW,no,New York
42075C6CW,no,New York
42074C7CE,yes,New York
43074B7NE,no,New York
44074H8SW,no,New York
43073F3NW,no,New York
43076C3NW,yes,New York
42076E5NE,no,New York
43073F6CE,yes,New York
44074H8SE,no,New York
43076C3NE,no,New York
42078C2NW,yes,New York
41074C5NE,no,New York
41074C5NW,yes,New York
43077B1NE,no,New York
44074B1CE,yes,New York
43073B8SE,no,New York
43078B5SE,no,New York
44074B1CW,no,New York
42078D7CW,no,New York
43073B8SW,no,New York
43078B5SW,no,New York
43075B8NW,yes,New York
42073B8CE,yes,New York
42073B8CW,no,New York
42074C2SW,no,New York
43074H8NE,no,New York
41073D7NE,no,New York
42074C2SE,no,New York
41073D7NW,yes,New York
43074H8NW,yes,New York
43075H5CW,no,New York
40073H7NW,yes,New York
44075A4CW,no,New York
43075H4SE,no,New York
43075H5CE,yes,New York
40073H7NE,no,New York
44075A4CE,yes,New York
43075H4SW,no,New York
42078G6CW,no,New York
40072G6SW,no,New York
43073B5NW,yes,New York
42078G6CE,yes,New York
40072G6SE,no,New York
42077B8SE,no,New York
42078C7SW,no,New York
42077B8SW,no,New York
42078C7SE,no,New York
42076D5NE,no,New York
43075A6NW,yes,New York
42077E8CW,no,New York
42076D5NW,yes,New York
44075C4CW,no,New York
43075A6NE,no,New York
44076A1SW,no,New York
42079D3NW,yes,New York
44076A1SE,no,New York
43079A1CE,no,New York
42079C3SE,no,New York
42078E4CW,no,New York
42076H2NW,yes,New York
42077B4SW,no,New York
43079A1CW,no,New York
42079C3SW,no,New York
42078E4CE,yes,New York
42076H2NE,no,New York
42077E8CE,yes,New York
41074C3SW,no,New York
40072G6NE,no,New York
43075H8NE,no,New York
41074F8SW,no,New York
42074E7CW,no,New York
42078D5SW,no,New York
42077F1SE,no,New York
41074F8SE,no,New York
42074E7CE,yes,New York
42078D5SE,no,New York
42077F1SW,no,New York
42077B4SE,no,New York
43078B5NW,yes,New York
42077A8NW,yes,New York
43078B5NE,no,New York
42077A8NE,no,New York
41074C3SE,no,New York
42076C8NE,no,New York
44075E2NE,no,New York
42079C1NE,no,New York
42078A2NE,no,New York
42076C8NW,yes,New York
44075E2NW,yes,New York
42079C1NW,yes,New York
42078A2NW,yes,New York
43074D8CW,no,New York
42074G6NW,yes,New York
43074A7CE,yes,New York
42073H3SW,no,New York
43074D8CE,yes,New York
43074A7CW,no,New York
43075D7NW,yes,New York
43074H8SW,no,New York
43074H8SE,no,New York
44074H3NW,yes,New York
43074C8SE,no,New York
44075C8NE,no,New York
42073F7SE,no,New York
43073D3CE,yes,New York
43074C8SW,no,New York
44074H3NE,no,New York
44075C8NW,yes,New York
42073F7SW,no,New York
43073D3CW,no,New York
44074C1NE,no,New York
43077B5SW,no,New York
42078F6NE,no,New York
43074C6NE,no,New York
43077B5SE,no,New York
42075E8CW,no,New York
40073E5NW,yes,New York
41073E8CW,no,New York
40073E5NE,no,New York
42075E8CE,yes,New York
41073E8CE,yes,New York
44075A2NE,no,New York
43077B6SW,no,New York
42074B7NE,no,New York
44075A2NW,yes,New York
43077B6SE,no,New York
42074B7NW,yes,New York
40073F6NE,no,New York
41074H3NW,yes,New York
44075A1NE,no,New York
41074H3NE,no,New York
44075A1NW,yes,New York
42077D3SE,no,New York
40072H7CW,no,New York
43076B7CW,no,New York
42077D3SW,no,New York
43076B7CE,yes,New York
40072H7CE,yes,New York
44074B6CW,no,New York
44073D8SE,no,New York
41073G8SE,no,New York
43073H8NW,yes,New York
42079A3NW,yes,New York
44074B6CE,yes,New York
44073D8SW,no,New York
41073G8SW,no,New York
42079A3NE,no,New York
43073H8NE,no,New York
43074G7SE,no,New York
43074G7SW,no,New York
43075B2CW,no,New York
44075E2SW,no,New York
42075F6SE,no,New York
42078A2SW,no,New York
43078B2SE,no,New York
43075B2CE,yes,New York
44075E2SE,no,New York
42075F6SW,no,New York
42078A2SE,no,New York
43078B2SW,no,New York
43075F3CW,no,New York
43073F4CE,yes,New York
44073H3NW,yes,New York
44075C1NW,yes,New York
43075F3CE,yes,New York
43074E7SE,no,New York
42074C4CW,no,New York
42074E2NW,yes,New York
42074E2NE,no,New York
42074C4CE,yes,New York
43075D6SE,no,New York
42078F5CW,no,New York
41074D6NW,yes,New York
42074H5NW,yes,New York
43075D6SW,no,New York
42074A3SW,no,New York
42078F5CE,yes,New York
42074H5NE,no,New York
42075A2SE,no,New York
42078C7NE,no,New York
42076D7SW,no,New York
42075A2SW,no,New York
42078C7NW,yes,New York
42079E1CW,no,New York
42077B8NE,no,New York
41073D6CW,no,New York
43077B6NE,no,New York
43074C3CW,no,New York
42074B7SW,no,New York
41073D6CE,yes,New York
43077B6NW,yes,New York
43074C3CE,yes,New York
42074B7SE,no,New York
43076B2CE,yes,New York
41073E7SW,no,New York
43075G4CW,no,New York
43076B2CW,no,New York
41074D6NE,no,New York
41073E7SE,no,New York
43075G4CE,yes,New York
42076G4SW,no,New York
43073G4CE,yes,New York
42079E1CE,yes,New York
42076G4SE,no,New York
42076G5CW,no,New York
42073H4SW,no,New York
40074E1CE,no,New York
42073H4SE,no,New York
42076G5CE,yes,New York
40074E1CW,no,New York
42074B1NE,no,New York
43074B4NE,no,New York
42074B1NW,yes,New York
43074B4NW,yes,New York
43075G5NW,yes,New York
43075G5NE,no,New York
43073G4CW,no,New York
42078H7SW,no,New York
42078H7SE,no,New York
43076G1SW,no,New York
44074G3SE,no,New York
43073B5CE,yes,New York
42075G7SW,no,New York
43073B5CW,no,New York
44074H3SE,no,New York
42075D8NW,yes,New York
44074A2NW,yes,New York
41074D4SE,no,New York
44074H3SW,no,New York
42075D8NE,no,New York
44074A2NE,no,New York
41074D4SW,no,New York
42077D5SW,no,New York
43076D5SE,no,New York
44073F6CE,yes,New York
42073B4CW,no,New York
42077D5SE,no,New York
43076D5SW,no,New York
44073F6CW,no,New York
41073C7SW,no,New York
